nodeId:ID,name,node_type,:LABEL
immune repression,immune repression,pathways,Term
tumor amino acid metabolism,tumor amino acid metabolism,pathways,Term
glutamine,glutamine,unknown,Term
SER,SER,gene,Term
glycine,glycine,unknown,Term
asparagine,asparagine,unknown,Term
anti-tumour immunity,anti-tumour immunity,pathways,Term
central memory cells,central memory cells,cell type,Term
locally advanced pancreatic cancer,locally advanced pancreatic cancer,pathways,Term
UCP1,UCP1,gene,Term
CYTARABINE,CYTARABINE,gene,Term
ICANS,ICANS,unknown,Term
dexamethasone,dexamethasone,unknown,Term
corticosteroid use,corticosteroid use,unknown,Term
CAR-T cell function,CAR-T cell function,unknown,Term
disease-free,disease-free,unknown,Term
CAR-T cell,CAR-T cell,unknown,Term
immuno-checkpoint inhibitors,immuno-checkpoint inhibitors,pathways,Term
antigen-specific immune responses,antigen-specific immune responses,pathways,Term
established signal transduction pathways,established signal transduction pathways,pathways,Term
TNF,TNF,gene,Term
RHO,RHO,gene,Term
PAK1,PAK1,gene,Term
durable cancer regression,durable cancer regression,pathways,Term
t cell receptors,t cell receptors,unknown,Term
normal cells,normal cells,cell type,Term
BMT,BMT,unknown,Term
medulla-dependent tolerance mechanisms,medulla-dependent tolerance mechanisms,pathways,Term
αβt cells,αβt cells,cell type,Term
autoimmune reconstitution,autoimmune reconstitution,pathways,Term
medullary thymic epithelial cells,medullary thymic epithelial cells,cell type,Term
defective negative selection,defective negative selection,pathways,Term
thymic medulla regeneration,thymic medulla regeneration,pathways,Term
donor-derived thymopoiesis,donor-derived thymopoiesis,pathways,Term
ibrutinib resistance,ibrutinib resistance,unknown,Term
ibrutinib,ibrutinib,unknown,Term
LAG-3,LAG-3,unknown,Term
TIM-3,TIM-3,unknown,Term
prostaglandins,prostaglandins,unknown,Term
hypoxia,hypoxia,unknown,Term
cancer-associated fibroblasts,cancer-associated fibroblasts,pathways,Term
cancer vaccine-based therapeutic strategy,cancer vaccine-based therapeutic strategy,pathways,Term
senescent t cells,senescent t cells,cell type,Term
age-associated alterations,age-associated alterations,pathways,Term
cancer immunology,cancer immunology,pathways,Term
gc tfh cells,gc tfh cells,cell type,Term
cd8+ memory t cells,cd8+ memory t cells,unknown,Term
MDM2,MDM2,gene,Term
DM2,DM2,gene,Term
hematopoietic stem cell,hematopoietic stem cell,cell type,Term
quiescent cancer cells,quiescent cancer cells,cell type,Term
infiltrating cells,infiltrating cells,cell type,Term
disease recurrence,disease recurrence,pathways,Term
hypoxia-induced programs,hypoxia-induced programs,pathways,Term
dysfunctional dendritic cells,dysfunctional dendritic cells,cell type,Term
quiescent,quiescent,cell type,Term
IG,IG,gene,Term
malignant cell populations,malignant cell populations,cell type,Term
sorted leukemic cells,sorted leukemic cells,cell type,Term
immune infiltrates,immune infiltrates,cell type,Term
combination checkpoint blockade immunotherapy,combination checkpoint blockade immunotherapy,pathways,Term
mait cell subsets,mait cell subsets,cell type,Term
cellular therapeutics,cellular therapeutics,pathways,Term
lymphocytic infiltration,lymphocytic infiltration,pathways,Term
non-luminal breast cancer immunotherapy,non-luminal breast cancer immunotherapy,pathways,Term
sustained long-term antiretroviral therapy,sustained long-term antiretroviral therapy,pathways,Term
long-term immune-mediated control,long-term immune-mediated control,pathways,Term
BAS,BAS,gene,Term
NKT,NKT,gene,Term
natural killer T,natural killer T,unknown,Term
BTN2L2,BTN2L2,gene,Term
local γδ t cell populations,local γδ t cell populations,cell type,Term
cell malignancies,cell malignancies,disease,Term
progression-free interval,progression-free interval,pathways,Term
disease-specific survival,disease-specific survival,pathways,Term
CD200R1,CD200R1,unknown,Term
ADGRG1,ADGRG1,unknown,Term
CCL1,CCL1,gene,Term
SIGLEC15,SIGLEC15,gene,Term
programmed cell death,programmed cell death,pathways,Term
pre-wired cancer immunity,pre-wired cancer immunity,pathways,Term
ILC1S,ILC1S,gene,Term
cancer-sensing mechanisms,cancer-sensing mechanisms,pathways,Term
RTKIS,RTKIS,gene,Term
MERTK,MERTK,gene,Term
MIR31HG,MIR31HG,gene,Term
LOX,LOX,gene,Term
TCA,TCA,gene,Term
HIPPO,HIPPO,gene,Term
CCND2,CCND2,gene,Term
CCND3,CCND3,gene,Term
SDHC,SDHC,gene,Term
SUCDLS2,SUCDLS2,gene,Term
SUCO,SUCO,gene,Term
myeloid dendritic cells,myeloid dendritic cells,cell type,Term
macrophage,macrophage,cell type,Term
tc,tc,cell type,Term
ARS2,ARS2,gene,Term
PKM,PKM,gene,Term
KMT2,KMT2,gene,Term
ESCRT,ESCRT,gene,Term
intratumoral immune therapies,intratumoral immune therapies,pathways,Term
RBP,RBP,gene,Term
ccrcc,ccrcc,disease,Term
YTHDF3,YTHDF3,unknown,Term
PDL1,PDL1,gene,Term
intratumoral antigen signaling,intratumoral antigen signaling,unknown,Term
exhausted t cell pool,exhausted t cell pool,cell type,Term
duocar t cells,duocar t cells,cell type,Term
latently infected cells,latently infected cells,cell type,Term
hiv car t cells,hiv car t cells,cell type,Term
type 1,type 1,cell type,Term
leukemic,leukemic,disease,Term
cd123 car t cells,cd123 car t cells,cell type,Term
cd123,cd123,cell type,Term
N501Y,N501Y,gene,Term
"NUCLEOCAPSID IS A PROTEIN COMPONENT OF A VIRUS, NOT A GENE.","NUCLEOCAPSID IS A PROTEIN COMPONENT OF A VIRUS, NOT A GENE.",gene,Term
E484K,E484K,gene,Term
reference lineage,reference lineage,cell type,Term
tumor-specific peptides,tumor-specific peptides,pathways,Term
t cell receptor,t cell receptor,unknown,Term
Treg cells,Treg cells,unknown,Term
inflammatory responses,inflammatory responses,unknown,Term
E2F2,E2F2,gene,Term
E2F12,E2F12,gene,Term
desialylated platelets,desialylated platelets,cell type,Term
kupffer cell,kupffer cell,cell type,Term
immunosuppressive state,immunosuppressive state,unknown,Term
glycoprotein Ibα,glycoprotein Ibα,unknown,Term
kupffer cell-mediated dPLT clearance,kupffer cell-mediated dPLT clearance,unknown,Term
ashwell-morell receptor,ashwell-morell receptor,unknown,Term
anti-inflammatory cytokines,anti-inflammatory cytokines,unknown,Term
cytotoxic immune cells,cytotoxic immune cells,cell type,Term
prognostic stratification,prognostic stratification,pathways,Term
Siglec-7 blockade,Siglec-7 blockade,unknown,Term
dendritic cell activation,dendritic cell activation,unknown,Term
Siglec-7,Siglec-7,unknown,Term
signaling pathways in T-cells,signaling pathways in T-cells,unknown,Term
GCNT1,GCNT1,unknown,Term
Siglec-7-binding glycans,Siglec-7-binding glycans,unknown,Term
hemarthrosis,hemarthrosis,disease,Term
advanced melanoma,advanced melanoma,pathways,Term
cytotoxic effector cells,cytotoxic effector cells,cell type,Term
cytotoxic,cytotoxic,cell type,Term
nk cell,nk cell,cell type,Term
graft-versus-host disease,graft-versus-host disease,unknown,Term
hormone receptor-positive disease,hormone receptor-positive disease,pathways,Term
allogeneic hematopoietic stem cell transplants,allogeneic hematopoietic stem cell transplants,pathways,Term
early,early,cell type,Term
dense tumor infiltration,dense tumor infiltration,pathways,Term
reduced terminal exhaustion,reduced terminal exhaustion,pathways,Term
increased memory cell characteristics,increased memory cell characteristics,pathways,Term
Lrp10,Lrp10,unknown,Term
IL7R,IL7R,gene,Term
T-cell homeostatic expansion,T-cell homeostatic expansion,unknown,Term
phagocytic cells,phagocytic cells,cell type,Term
cytotoxic cd8,cytotoxic cd8,cell type,Term
DAP,DAP,gene,Term
osteolysis,osteolysis,disease,Term
TRAF6,TRAF6,gene,Term
NFA,NFA,gene,Term
il-23r minibinder,il-23r minibinder,unknown,Term
IL23R,IL23R,gene,Term
il-17 minibinder,il-17 minibinder,unknown,Term
il-23 minibinder,il-23 minibinder,unknown,Term
NIFUROXAZIDE,NIFUROXAZIDE,gene,Term
p-Stat3,p-Stat3,unknown,Term
HepG2 cells proliferation,HepG2 cells proliferation,unknown,Term
HepG2 cells apoptosis,HepG2 cells apoptosis,unknown,Term
HepG2 cells migration,HepG2 cells migration,unknown,Term
HepG2 cells invasion,HepG2 cells invasion,unknown,Term
YW002,YW002,unknown,Term
antitumor effects,antitumor effects,pathways,Term
CpG ODN,CpG ODN,unknown,Term
nifuroxazide and CpG ODN,nifuroxazide and CpG ODN,unknown,Term
tumour growth,tumour growth,unknown,Term
CD4+ cells infiltration,CD4+ cells infiltration,unknown,Term
CHCHD2,CHCHD2,gene,Term
breast cancer cells,breast cancer cells,cell type,Term
TRIM21,TRIM21,gene,Term
D4,D4,gene,Term
ROMO1,ROMO1,gene,Term
tumor immune infiltration,tumor immune infiltration,unknown,Term
poor prognosis,poor prognosis,unknown,Term
H3K27M,H3K27M,gene,Term
diffuse glioma,diffuse glioma,pathways,Term
h3k27m-specific T cells,h3k27m-specific T cells,unknown,Term
h3k27m peptide vaccine,h3k27m peptide vaccine,unknown,Term
h3k27m-reactive B cell receptors,h3k27m-reactive B cell receptors,unknown,Term
MREGDCS,MREGDCS,gene,Term
anti-tumor adaptive immune responses,anti-tumor adaptive immune responses,pathways,Term
mature dendritic cells,mature dendritic cells,cell type,Term
lymphatic vessels,lymphatic vessels,cell type,Term
draining mesenteric lymph nodes,draining mesenteric lymph nodes,unknown,Term
human cd8 t cells,human cd8 t cells,cell type,Term
peripheral blood cd4,peripheral blood cd4,cell type,Term
post allogeneic hematopoietic stem cell transplantation,post allogeneic hematopoietic stem cell transplantation,pathways,Term
CD4CD8,CD4CD8,gene,Term
high cd4cd8,high cd4cd8,unknown,Term
relapse,relapse,unknown,Term
unfavorable patient prognosis,unfavorable patient prognosis,pathways,Term
heterogeneous cell population,heterogeneous cell population,cell type,Term
tumor-infiltrating T cells,tumor-infiltrating T cells,unknown,Term
DSG2,DSG2,gene,Term
pdac,pdac,cell type,Term
MFN1,MFN1,gene,Term
AIRE,AIRE,gene,Term
self-tolerance,self-tolerance,pathways,Term
thymic epithelial cells,thymic epithelial cells,cell type,Term
expressing autoimmune regulator,expressing autoimmune regulator,pathways,Term
haematopoietically,haematopoietically,cell type,Term
cmv,cmv,disease,Term
adenovirus,adenovirus,disease,Term
epstein-barr virus,epstein-barr virus,disease,Term
polyomavirus,polyomavirus,disease,Term
posttransplant lymphoproliferative disorder,posttransplant lymphoproliferative disorder,disease,Term
allogeneic haematopoietic stem cell transplantation,allogeneic haematopoietic stem cell transplantation,pathways,Term
inflammasome,inflammasome,unknown,Term
CASP1,CASP1,gene,Term
nlrp3,nlrp3,unknown,Term
sentinel cells,sentinel cells,cell type,Term
cardiomyocytes,cardiomyocytes,cell type,Term
keratinocytes,keratinocytes,cell type,Term
MEFV,MEFV,gene,Term
intestinal resident immune cells,intestinal resident immune cells,cell type,Term
ERBB2,ERBB2,gene,Term
immune t cells,immune t cells,cell type,Term
recurrent pregnancy loss,recurrent pregnancy loss,disease,Term
memory regulatory t cells,memory regulatory t cells,cell type,Term
TCAR,TCAR,gene,Term
hnscc cells,hnscc cells,cell type,Term
IFN-IFATTYACIDS,IFN-IFATTYACIDS,gene,Term
IFNI,IFNI,gene,Term
elicit immune-mediated tumor lysis,elicit immune-mediated tumor lysis,pathways,Term
sustained tumor control,sustained tumor control,pathways,Term
ionizing radiation,ionizing radiation,pathways,Term
cytolytic function,cytolytic function,pathways,Term
blast reduction,blast reduction,pathways,Term
c-jun,c-jun,unknown,Term
erK,erK,unknown,Term
costimulatory molecules,costimulatory molecules,unknown,Term
cytokines,cytokines,unknown,Term
grade 1-2 cytokine release syndrome,grade 1-2 cytokine release syndrome,pathways,Term
FTY720,FTY720,gene,Term
cytolytic cells,cytolytic cells,cell type,Term
infected t follicular helper cells,infected t follicular helper cells,cell type,Term
decipher hypoxia-induced pro-tumor immune suppression,decipher hypoxia-induced pro-tumor immune suppression,pathways,Term
intrahepatic cholangiocarcinoma,intrahepatic cholangiocarcinoma,pathways,Term
PPARG,PPARG,gene,Term
MARCH5,MARCH5,gene,Term
"BASIC LEUCINE ZIPPER TRANSCRIPTION FACTOR, ATF-LIKE","BASIC LEUCINE ZIPPER TRANSCRIPTION FACTOR, ATF-LIKE",gene,Term
KMT2D,KMT2D,gene,Term
ATX,ATX,gene,Term
ENPP2,ENPP2,gene,Term
LPA,LPA,gene,Term
LPAR1,LPAR1,gene,Term
LPAR2,LPAR2,gene,Term
melanoma cells,melanoma cells,cell type,Term
spiky AuNPs,spiky AuNPs,unknown,Term
CD19 CAR-T cells,CD19 CAR-T cells,unknown,Term
CXCL5,CXCL5,gene,Term
ADORA2,ADORA2,gene,Term
netosis,netosis,unknown,Term
HLA-E,HLA-E,gene,Term
QA-1,QA-1,gene,Term
cd8 lineage,cd8 lineage,cell type,Term
cd8 t regulatory cells,cd8 t regulatory cells,cell type,Term
cd8 tregs,cd8 tregs,cell type,Term
pathogenic target cells,pathogenic target cells,cell type,Term
acute myeloid leukaemia,acute myeloid leukaemia,disease,Term
post-transplant relapsed acute leukaemia,post-transplant relapsed acute leukaemia,pathways,Term
high-risk myeloid malignancy,high-risk myeloid malignancy,pathways,Term
haematological remission,haematological remission,pathways,Term
granulocytes,granulocytes,cell type,Term
latent infection,latent infection,pathways,Term
RV1513,RV1513,gene,Term
CR1,CR1,gene,Term
damaged t cells,damaged t cells,cell type,Term
CR3,CR3,gene,Term
CR4,CR4,gene,Term
small t cells,small t cells,cell type,Term
serum,serum,cell type,Term
severe acute respiratory syndrome coronavirus,severe acute respiratory syndrome coronavirus,pathways,Term
nscll,nscll,disease,Term
lymphocytic lobulitis,lymphocytic lobulitis,disease,Term
autoimmune disease,autoimmune disease,pathways,Term
diabetes mellitus,diabetes mellitus,disease,Term
virus-neutralizing antibodies,virus-neutralizing antibodies,pathways,Term
rVSV-LCMVG,rVSV-LCMVG,unknown,Term
ILC2,ILC2,gene,Term
pluripotent stem cells,pluripotent stem cells,cell type,Term
brain metastasis,brain metastasis,disease,Term
breast cancer brain metastasis,breast cancer brain metastasis,pathways,Term
ADP60,ADP60,gene,Term
splenic lymphocytes,splenic lymphocytes,cell type,Term
ACAA2,ACAA2,gene,Term
inotuzumab ozogamicin,inotuzumab ozogamicin,unknown,Term
CD22,CD22,gene,Term
protective immune cell populations,protective immune cell populations,cell type,Term
TNFRSF9,TNFRSF9,gene,Term
cytotoxic t-,cytotoxic t-,cell type,Term
endogenous tumor immunity,endogenous tumor immunity,pathways,Term
TREM2,TREM2,gene,Term
BHD,BHD,gene,Term
intercalated cells,intercalated cells,cell type,Term
FOXI1,FOXI1,gene,Term
CSP,CSP,gene,Term
CA,CA,gene,Term
donor t cells,donor t cells,cell type,Term
donor,donor,cell type,Term
"CNIS IS NOT A GENE, SO THE OUTPUT IS ""DOESNTLOOKLIKEGENE"".","CNIS IS NOT A GENE, SO THE OUTPUT IS ""DOESNTLOOKLIKEGENE"".",gene,Term
treg cell,treg cell,cell type,Term
NR4A1,NR4A1,gene,Term
CYCLOSPORIN A,CYCLOSPORIN A,gene,Term
NR4A2,NR4A2,gene,Term
NR4A3,NR4A3,gene,Term
BCAAS,BCAAS,gene,Term
endogenous,endogenous,cell type,Term
alloDCs,alloDCs,unknown,Term
DPP4,DPP4,gene,Term
transforming growth factor β1,transforming growth factor β1,unknown,Term
EST,EST,gene,Term
type 1 diabetes mellitus,type 1 diabetes mellitus,pathways,Term
autoimmune disease development,autoimmune disease development,pathways,Term
systemic lupus erythematosus,systemic lupus erythematosus,disease,Term
regulatory b cells,regulatory b cells,cell type,Term
regulatory dendritic cells,regulatory dendritic cells,cell type,Term
myeloid suppressor cells,myeloid suppressor cells,cell type,Term
GENOSIDERG3,GENOSIDERG3,gene,Term
RH2,RH2,gene,Term
rhinovirus,rhinovirus,disease,Term
wheezing,wheezing,disease,Term
airway epithelial cells,airway epithelial cells,cell type,Term
rhinovirus infection,rhinovirus infection,pathways,Term
non-ciliated cells,non-ciliated cells,unknown,Term
childhood-onset asthma-associated genes,childhood-onset asthma-associated genes,unknown,Term
non-ciliated airway epithelial cells,non-ciliated airway epithelial cells,unknown,Term
localized tumors,localized tumors,cell type,Term
radiotherapy,radiotherapy,unknown,Term
carcinoembryonic,carcinoembryonic,disease,Term
CDR3,CDR3,gene,Term
costimulation-dependent dysfunctional programs,costimulation-dependent dysfunctional programs,pathways,Term
dysfunctional cells,dysfunctional cells,pathways,Term
critical acute myositis,critical acute myositis,pathways,Term
TAX1,TAX1,gene,Term
HDLG1,HDLG1,gene,Term
SAP97,SAP97,gene,Term
DISCS1,DISCS1,gene,Term
pHLA,pHLA,unknown,Term
CER,CER,gene,Term
LIPC6,LIPC6,gene,Term
TACC3,TACC3,gene,Term
SPN,SPN,gene,Term
EIF2A,EIF2A,gene,Term
CALR,CALR,gene,Term
ATP,ATP,gene,Term
HMGB1,HMGB1,unknown,Term
CAMPATH-1,CAMPATH-1,gene,Term
CD52,CD52,gene,Term
TAL1,TAL1,gene,Term
cancer-related deaths,cancer-related deaths,pathways,Term
MDSCs,MDSCs,unknown,Term
cytotoxic T cell,cytotoxic T cell,unknown,Term
cytotoxic gene upregulation,cytotoxic gene upregulation,pathways,Term
interferon signature,interferon signature,unknown,Term
severe inflammation,severe inflammation,pathways,Term
vaccination,vaccination,unknown,Term
neurofibromatosis,neurofibromatosis,disease,Term
conditionally replicative adenoviruses,conditionally replicative adenoviruses,pathways,Term
COX2,COX2,gene,Term
malignant control cells,malignant control cells,cell type,Term
immune cell subsets,immune cell subsets,cell type,Term
epithelial t cells,epithelial t cells,cell type,Term
advanced thyroid cancer,advanced thyroid cancer,pathways,Term
Penisuloxazin A,Penisuloxazin A,unknown,Term
Hsp90,Hsp90,unknown,Term
tyrosine kinase inhibitors,tyrosine kinase inhibitors,unknown,Term
FLVCR1,FLVCR1,gene,Term
naive cd4 t cells,naive cd4 t cells,cell type,Term
giant cell arteritis,giant cell arteritis,pathways,Term
autoimmune vasculitis,autoimmune vasculitis,disease,Term
dementia,dementia,disease,Term
stroke,stroke,disease,Term
neurodegenerative disorders,neurodegenerative disorders,pathways,Term
aging,aging,unknown,Term
paad,paad,disease,Term
pancreatic,pancreatic,disease,Term
immune-related oxidative stress genes,immune-related oxidative stress genes,pathways,Term
gene modules,gene modules,pathways,Term
tumor vasculature,tumor vasculature,pathways,Term
ERK5,ERK5,gene,Term
immune suppressive,immune suppressive,cell type,Term
CTSB,CTSB,gene,Term
proinflammatory cytokine expression,proinflammatory cytokine expression,pathways,Term
YTN16 tumors,YTN16 tumors,unknown,Term
anti-CTLA-4 mAbs,anti-CTLA-4 mAbs,unknown,Term
CDT1,CDT1,gene,Term
MHC class I ligandome,MHC class I ligandome,unknown,Term
neoantigen-specific CD8,neoantigen-specific CD8,unknown,Term
dendritic cell vaccine,dendritic cell vaccine,unknown,Term
COL1A1,COL1A1,gene,Term
killer t cells,killer t cells,cell type,Term
brain-derived neurotrophic factor,brain-derived neurotrophic factor,pathways,Term
NTF4,NTF4,gene,Term
psoriatic,psoriatic,disease,Term
cellular efflux,cellular efflux,pathways,Term
C-X-C MOTIF CHEMOKINE 11,C-X-C MOTIF CHEMOKINE 11,gene,Term
CSF1R,CSF1R,gene,Term
PLX3397,PLX3397,unknown,Term
anti-PD-1 antibody,anti-PD-1 antibody,unknown,Term
MDSCS,MDSCS,gene,Term
inhibitory cells,inhibitory cells,cell type,Term
crissp,crissp,unknown,Term
C12ORF72,C12ORF72,gene,Term
primary cells,primary cells,cell type,Term
human hematopoietic progenitor cells,human hematopoietic progenitor cells,cell type,Term
immune cell distribution,immune cell distribution,pathways,Term
CASP,CASP,gene,Term
viral transduction,viral transduction,pathways,Term
osseous neoplasms,osseous neoplasms,cell type,Term
cell surface proteins,cell surface proteins,pathways,Term
anorexia,anorexia,disease,Term
cancer-related anorexia,cancer-related anorexia,pathways,Term
GDF15,GDF15,gene,Term
ITGB2,ITGB2,gene,Term
checkpoint-based immunotherapy,checkpoint-based immunotherapy,pathways,Term
existing,existing,cell type,Term
hcc,hcc,disease,Term
aneuploidy,aneuploidy,unknown,Term
polo-like kinase,polo-like kinase,pathways,Term
MTA2,MTA2,gene,Term
NPKC-Θ,NPKC-Θ,gene,Term
NPKC-ΘI2,NPKC-ΘI2,gene,Term
mesenchymal cancer stem cell signatures,mesenchymal cancer stem cell signatures,unknown,Term
immunotherapy-resistant disease,immunotherapy-resistant disease,unknown,Term
poor survival,poor survival,unknown,Term
immunotherapy-resistant metastatic melanoma,immunotherapy-resistant metastatic melanoma,unknown,Term
PKC-θ,PKC-θ,unknown,Term
peripheral sensory nerves,peripheral sensory nerves,unknown,Term
inflammatory response,inflammatory response,unknown,Term
sensory nerves,sensory nerves,cell type,Term
neurotransmitters,neurotransmitters,unknown,Term
high tumor mutation burden,high tumor mutation burden,pathways,Term
excessive inhibition,excessive inhibition,pathways,Term
immunosuppressive regulatory cells,immunosuppressive regulatory cells,cell type,Term
MY,MY,gene,Term
SCD1,SCD1,unknown,Term
oxidative stress/damage,oxidative stress/damage,pathways,Term
tumor reactive,tumor reactive,cell type,Term
meningeal barrier leakage,meningeal barrier leakage,unknown,Term
reactive oxidative species,reactive oxidative species,unknown,Term
learning and memory,learning and memory,unknown,Term
meningeal immune cells,meningeal immune cells,cell type,Term
invariant t cells,invariant t cells,cell type,Term
CD142,CD142,gene,Term
car nk cells,car nk cells,cell type,Term
immune escape,immune escape,unknown,Term
T cell proliferation,T cell proliferation,unknown,Term
PD-1/PD-L1 checkpoint pathway,PD-1/PD-L1 checkpoint pathway,unknown,Term
immune checkpoint inhibitor therapy,immune checkpoint inhibitor therapy,pathways,Term
M2 TAMs,M2 TAMs,unknown,Term
repolarization of M2 TAMs into M1 TAMs,repolarization of M2 TAMs into M1 TAMs,unknown,Term
proinflammatory factors,proinflammatory factors,unknown,Term
BCL2L10,BCL2L10,gene,Term
BCL2,BCL2,gene,Term
TRIM14,TRIM14,gene,Term
USP14,USP14,gene,Term
SQSTM1,SQSTM1,gene,Term
autophagic degradation of pd-l1,autophagic degradation of pd-l1,unknown,Term
k63-linked ubiquitin chains from pd-l1,k63-linked ubiquitin chains from pd-l1,unknown,Term
antitumor activity of CD8+ T cells,antitumor activity of CD8+ T cells,unknown,Term
SEVS,SEVS,gene,Term
SEV,SEV,gene,Term
thymoma,thymoma,disease,Term
thymic abnormalities,thymic abnormalities,disease,Term
systemic disorders,systemic disorders,disease,Term
human immune function,human immune function,pathways,Term
lymph node metastasis,lymph node metastasis,unknown,Term
immunosuppressive markers,immunosuppressive markers,unknown,Term
lec apoptosis,lec apoptosis,unknown,Term
lymphatic vessel density,lymphatic vessel density,unknown,Term
MFN2,MFN2,gene,Term
H3K4ME1,H3K4ME1,gene,Term
cytotoxic CD8,cytotoxic CD8,unknown,Term
Hepatocellular carcinoma,Hepatocellular carcinoma,unknown,Term
Vδ1γδ T cells,Vδ1γδ T cells,unknown,Term
KRT17,KRT17,gene,Term
immune cell response,immune cell response,unknown,Term
TYRPHOSTIN,TYRPHOSTIN,gene,Term
pro-immunogenic expression changes,pro-immunogenic expression changes,pathways,Term
immunogenic gene expression,immunogenic gene expression,pathways,Term
graft rejection,graft rejection,pathways,Term
infection control,infection control,pathways,Term
STAT5A,STAT5A,gene,Term
TYROS,TYROS,gene,Term
leukemia cell,leukemia cell,cell type,Term
treg cell populations,treg cell populations,cell type,Term
aml blast cells,aml blast cells,cell type,Term
t cell population,t cell population,cell type,Term
lgals9cd45,lgals9cd45,unknown,Term
lgals9cd44,lgals9cd44,unknown,Term
stat3,stat3,unknown,Term
interleukin(IL)-2,interleukin(IL)-2,unknown,Term
IL-2R,IL-2R,unknown,Term
TFEB,TFEB,gene,Term
host nutrition deprivation,host nutrition deprivation,pathways,Term
S100A9,S100A9,gene,Term
demyelination,demyelination,disease,Term
axonal damage,axonal damage,unknown,Term
oligodendrocyte loss,oligodendrocyte loss,unknown,Term
Berberine,Berberine,unknown,Term
t lymphocyte subsets,t lymphocyte subsets,cell type,Term
neuroendocrine,neuroendocrine,disease,Term
SDHD,SDHD,gene,Term
SDH,SDH,gene,Term
durable tumor immunity,durable tumor immunity,pathways,Term
antitumor cytotoxic t lymphocytes,antitumor cytotoxic t lymphocytes,cell type,Term
regulatory t cell subset,regulatory t cell subset,cell type,Term
CHRNA1,CHRNA1,gene,Term
CACNA1B,CACNA1B,gene,Term
neuromuscular transmission,neuromuscular transmission,pathways,Term
T-cell response,T-cell response,unknown,Term
immune checkpoint modulation,immune checkpoint modulation,pathways,Term
nano-delivery systems,nano-delivery systems,unknown,Term
CILOLEUCEL,CILOLEUCEL,gene,Term
ISAGENLECUCEL,ISAGENLECUCEL,gene,Term
BREXUCABTAGENEAUTOLEUCEL,BREXUCABTAGENEAUTOLEUCEL,gene,Term
IN,IN,gene,Term
granulocytic,granulocytic,cell type,Term
solid tumor cells,solid tumor cells,cell type,Term
EGFRVIII,EGFRVIII,gene,Term
immunogenic cancer cells,immunogenic cancer cells,cell type,Term
synthetic peptide-based anticancer vaccines,synthetic peptide-based anticancer vaccines,pathways,Term
BIRC5,BIRC5,gene,Term
SASP,SASP,gene,Term
circulating immunocytes,circulating immunocytes,cell type,Term
relapse-free survival,relapse-free survival,unknown,Term
HRLS,HRLS,gene,Term
immune-mediated cancer control,immune-mediated cancer control,pathways,Term
genetic associations,genetic associations,pathways,Term
CD123,CD123,gene,Term
CAV1,CAV1,gene,Term
DVECG,DVECG,gene,Term
CD6,CD6,gene,Term
autoimmune uveitis,autoimmune uveitis,disease,Term
activated proliferating,activated proliferating,cell type,Term
pathogenic t cells,pathogenic t cells,cell type,Term
MMAE,MMAE,gene,Term
infectious mononucleosis,infectious mononucleosis,pathways,Term
negative selection,negative selection,pathways,Term
neovasculature formation,neovasculature formation,pathways,Term
tumour lymphocytes,tumour lymphocytes,cell type,Term
cell-surface molecule interactions,cell-surface molecule interactions,pathways,Term
FAPP2,FAPP2,gene,Term
cell proliferation,cell proliferation,unknown,Term
sub-G1 accumulation,sub-G1 accumulation,unknown,Term
autophagy,autophagy,disease,Term
LC3Ⅱ/Ⅰ,LC3Ⅱ/Ⅰ,unknown,Term
Beclin1,Beclin1,unknown,Term
ATG5,ATG5,gene,Term
P62,P62,unknown,Term
PI(4)P,PI(4)P,unknown,Term
P-AKT,P-AKT,unknown,Term
P-mTOR,P-mTOR,unknown,Term
PI3K/AKT/mTOR pathway,PI3K/AKT/mTOR pathway,unknown,Term
CLADRIBINE,CLADRIBINE,gene,Term
trans-endothelial migration,trans-endothelial migration,pathways,Term
tumor regression,tumor regression,pathways,Term
enhanced antitumor responses,enhanced antitumor responses,pathways,Term
CIB,CIB,gene,Term
TRP2,TRP2,gene,Term
PMEL,PMEL,gene,Term
b16,b16,cell type,Term
long-term responses,long-term responses,pathways,Term
tumor heterogeneity,tumor heterogeneity,pathways,Term
MIR146A,MIR146A,gene,Term
cd3,cd3,cell type,Term
RO8191,RO8191,unknown,Term
Akkermansia muciniphila,Akkermansia muciniphila,unknown,Term
Amuc_1100,Amuc_1100,unknown,Term
Ruxolitinib,Ruxolitinib,unknown,Term
foam cells,foam cells,pathways,Term
trogocytosed,trogocytosed,cell type,Term
CPE,CPE,gene,Term
PRKCT,PRKCT,gene,Term
VIM,VIM,gene,Term
SH2D1A,SH2D1A,gene,Term
SH2B,SH2B,gene,Term
CCL20,CCL20,gene,Term
late-stage breast cancer,late-stage breast cancer,pathways,Term
DEFB1,DEFB1,gene,Term
HBD,HBD,gene,Term
β-defensin 1,β-defensin 1,unknown,Term
β-defensin 2,β-defensin 2,unknown,Term
ATR,ATR,gene,Term
KG2,KG2,gene,Term
anti-pag,anti-pag,unknown,Term
anti-pd-1,anti-pd-1,unknown,Term
cancer immunoediting,cancer immunoediting,pathways,Term
KLRG1,KLRG1,gene,Term
low-dose radiotherapy,low-dose radiotherapy,pathways,Term
disorders,disorders,disease,Term
conditions,conditions,disease,Term
inflammatory,inflammatory,disease,Term
medical,medical,disease,Term
SERPINB9,SERPINB9,gene,Term
