nodeId:ID,name,node_type,:LABEL
pscs,pscs,cell type,Term
human pluripotent stem cells,human pluripotent stem cells,cell type,Term
pluripotent stem cells,pluripotent stem cells,cell type,Term
regenerative medicine research,regenerative medicine research,pathways,Term
nk effector cells,nk effector cells,cell type,Term
autologous cytotoxic t lymphocytes,autologous cytotoxic t lymphocytes,cell type,Term
potent cytotoxicity,potent cytotoxicity,pathways,Term
ATM,ATM,gene,Term
melanoma vaccines,melanoma vaccines,pathways,Term
TLR4,TLR4,gene,Term
antigen,antigen,cell type,Term
type 1 innate lymphoid cells,type 1 innate lymphoid cells,cell type,Term
human immune cells,human immune cells,cell type,Term
metastasis formation,metastasis formation,pathways,Term
acute lymphoblastic leukaemia,acute lymphoblastic leukaemia,disease,Term
Nalm-6 leukaemia cell line,Nalm-6 leukaemia cell line,unknown,Term
polymorphic self-antigen,polymorphic self-antigen,pathways,Term
KSP37,KSP37,gene,Term
antibody-independent pathological functions,antibody-independent pathological functions,pathways,Term
donor cells,donor cells,cell type,Term
pre-transplant donor-induced release,pre-transplant donor-induced release,pathways,Term
donor ligand expression patterns,donor ligand expression patterns,pathways,Term
validation sets,validation sets,pathways,Term
protective immune cell populations,protective immune cell populations,cell type,Term
TNFRSF9,TNFRSF9,gene,Term
excessive inflammation,excessive inflammation,pathways,Term
M1 macrophages,M1 macrophages,unknown,Term
recombinant fusion proteins,recombinant fusion proteins,pathways,Term
4-1BB,4-1BB,unknown,Term
α4-1BB,α4-1BB,unknown,Term
AlloDCs,AlloDCs,unknown,Term
endogenous DCs,endogenous DCs,unknown,Term
carcinoembryonic,carcinoembryonic,disease,Term
malignant plasma cells,malignant plasma cells,cell type,Term
peritumoral immune cells,peritumoral immune cells,cell type,Term
improved patient prognosis,improved patient prognosis,pathways,Term
cytotoxic t cells,cytotoxic t cells,cell type,Term
car-nk cells,car-nk cells,unknown,Term
cd19-car-nk cells,cd19-car-nk cells,unknown,Term
tumor metastatic behavior,tumor metastatic behavior,pathways,Term
killer cells,killer cells,cell type,Term
leukaemia,leukaemia,disease,Term
chimeric antigen receptor nk cells,chimeric antigen receptor nk cells,cell type,Term
haploidentical nk cells,haploidentical nk cells,cell type,Term
umbilical cord blood,umbilical cord blood,cell type,Term
immunotherapy innovation,immunotherapy innovation,pathways,Term
clinical investigation,clinical investigation,pathways,Term
breast tumor cells,breast tumor cells,cell type,Term
autoimmunity,autoimmunity,disease,Term
HFE,HFE,gene,Term
antigen presentation,antigen presentation,pathways,Term
TOLLIP,TOLLIP,gene,Term
CELSR1,CELSR1,gene,Term
NKD2,NKD2,gene,Term
innate lymphocytes,innate lymphocytes,cell type,Term
primary effector cells,primary effector cells,cell type,Term
ilcs,ilcs,cell type,Term
STAT5BN642H,STAT5BN642H,gene,Term
tissue-specific expression,tissue-specific expression,pathways,Term
tumor enhancement,tumor enhancement,pathways,Term
MIRNA,MIRNA,gene,Term
tumor suppressor effects,tumor suppressor effects,pathways,Term
BSG,BSG,gene,Term
CD147,CD147,gene,Term
GLYPICAN 3,GLYPICAN 3,gene,Term
FLT3,FLT3,gene,Term
tumor necrosis factor,tumor necrosis factor,pathways,Term
genetic/prognostic risk stratification,genetic/prognostic risk stratification,pathways,Term
antitumor immune function,antitumor immune function,pathways,Term
CARM1,CARM1,gene,Term
multiple sclerosis,multiple sclerosis,pathways,Term
melanoma development,melanoma development,pathways,Term
skin cells,skin cells,cell type,Term
ultraviolet radiation,ultraviolet radiation,unknown,Term
endometriosis,endometriosis,pathways,Term
endometriosis-associated ovarian cancer,endometriosis-associated ovarian cancer,pathways,Term
tumor cell phagocytosis,tumor cell phagocytosis,pathways,Term
CD1d,CD1d,unknown,Term
leukemia cells,leukemia cells,cell type,Term
CD1d-negative leukemia cells,CD1d-negative leukemia cells,unknown,Term
LFA-1,LFA-1,unknown,Term
CD2,CD2,gene,Term
T cell receptor,T cell receptor,unknown,Term
Vα24,Vα24,unknown,Term
Vβ11,Vβ11,unknown,Term
CD1d-positive tumor cells,CD1d-positive tumor cells,unknown,Term
myeloid malignancies,myeloid malignancies,unknown,Term
hcc,hcc,cell type,Term
aneuploidy,aneuploidy,disease,Term
PLK4,PLK4,gene,Term
polo-like kinase,polo-like kinase,pathways,Term
TM4SF5,TM4SF5,gene,Term
immune cell alterations,immune cell alterations,pathways,Term
car nk cells,car nk cells,cell type,Term
SLC35A2,SLC35A2,gene,Term
tumor burden,tumor burden,unknown,Term
matched,matched,cell type,Term
KBR3,KBR3,gene,Term
infection,infection,unknown,Term
cancers,cancers,disease,Term
treg cell,treg cell,cell type,Term
dnam-1,dnam-1,unknown,Term
CD112,CD112,unknown,Term
interleukin(IL)-2,interleukin(IL)-2,unknown,Term
IL-2R,IL-2R,unknown,Term
C3,C3,gene,Term
AD,AD,gene,Term
inhibitors,inhibitors,unknown,Term
antibody Fc modification,antibody Fc modification,unknown,Term
iort,iort,unknown,Term
invariant natural killer t cells,invariant natural killer t cells,cell type,Term
strong antitumor immunity,strong antitumor immunity,pathways,Term
cellular activation,cellular activation,unknown,Term
licensed nk cell subsets,licensed nk cell subsets,cell type,Term
unlicensed,unlicensed,cell type,Term
nk subset,nk subset,cell type,Term
subset depletion,subset depletion,pathways,Term
DAP10,DAP10,gene,Term
PI3K,PI3K,unknown,Term
PLCγ2,PLCγ2,unknown,Term
JNK-cJunN,JNK-cJunN,unknown,Term
TNF-α,TNF-α,unknown,Term
IFN-γ,IFN-γ,unknown,Term
FasL,FasL,unknown,Term
CD16,CD16,unknown,Term
hepatoma cells,hepatoma cells,cell type,Term
hepatocellular carcinoma cells,hepatocellular carcinoma cells,cell type,Term
MICB,MICB,unknown,Term
ULBPs,ULBPs,unknown,Term
neoplastic cells,neoplastic cells,cell type,Term
antitumor effector cells,antitumor effector cells,cell type,Term
TOLL,TOLL,gene,Term
nk cell population,nk cell population,cell type,Term
TLR3,TLR3,gene,Term
YTHDF2,YTHDF2,unknown,Term
m6A,m6A,unknown,Term
MA,MA,gene,Term
NK cell antiviral activity,NK cell antiviral activity,unknown,Term
NK cell homeostasis,NK cell homeostasis,unknown,Term
NK cell terminal maturation,NK cell terminal maturation,unknown,Term
NK cell trafficking,NK cell trafficking,unknown,Term
Eomes,Eomes,unknown,Term
IL-15-mediated NK cell survival,IL-15-mediated NK cell survival,unknown,Term
IL-15-mediated NK cell proliferation,IL-15-mediated NK cell proliferation,unknown,Term
STAT5-YTHDF2 positive feedback loop,STAT5-YTHDF2 positive feedback loop,unknown,Term
Tardbp,Tardbp,unknown,Term
IL-15,IL-15,unknown,Term
STAT5,STAT5,gene,Term
Ythdf2 deficiency,Ythdf2 deficiency,unknown,Term
DGKA,DGKA,gene,Term
DAGK,DAGK,gene,Term
natural killer cell populations,natural killer cell populations,cell type,Term
ZINC,ZINC,gene,Term
MPO,MPO,gene,Term
unrelated donor umbilical cord allogenic stem cell transplant,unrelated donor umbilical cord allogenic stem cell transplant,pathways,Term
natural killer cell acute lymphoblastic leukemia,natural killer cell acute lymphoblastic leukemia,pathways,Term
solid malignancies,solid malignancies,unknown,Term
blood malignancies,blood malignancies,disease,Term
inflammatory disorders,inflammatory disorders,disease,Term
immune cell survival,immune cell survival,pathways,Term
gastric cancer,gastric cancer,disease,Term
VCL,VCL,gene,Term
epithelial cancer cells,epithelial cancer cells,cell type,Term
tumor immune cells,tumor immune cells,unknown,Term
neovasculature formation,neovasculature formation,pathways,Term
tumour lymphocytes,tumour lymphocytes,cell type,Term
cell-surface molecule interactions,cell-surface molecule interactions,pathways,Term
NOTCH1,NOTCH1,gene,Term
NOTCH2,NOTCH2,gene,Term
ageing,ageing,unknown,Term
circulating tumour cells,circulating tumour cells,cell type,Term
NK-cell-induced lysis,NK-cell-induced lysis,unknown,Term
gene-regulatory networks,gene-regulatory networks,pathways,Term
adaptive-like responses,adaptive-like responses,pathways,Term
follicular dendritic cells,follicular dendritic cells,cell type,Term
activated NK cells,activated NK cells,unknown,Term
TYRO3,TYRO3,unknown,Term
MIR146A,MIR146A,gene,Term
innate lymphoid cells,innate lymphoid cells,cell type,Term
regulatory t cell,regulatory t cell,cell type,Term
t helper 2 cell,t helper 2 cell,cell type,Term
NK inhibitor receptors,NK inhibitor receptors,unknown,Term
KIRS,KIRS,unknown,Term
CD158a+,CD158a+,unknown,Term
CD94/NKG2A,CD94/NKG2A,unknown,Term
NKB1,NKB1,unknown,Term
EB6,EB6,unknown,Term
HLA-I,HLA-I,gene,Term
NK-activating receptors,NK-activating receptors,unknown,Term
natural cytotoxicity receptors,natural cytotoxicity receptors,unknown,Term
NKp46,NKp46,unknown,Term
NKp30,NKp30,unknown,Term
graft-versus-host disease,graft-versus-host disease,unknown,Term
CAR,CAR,gene,Term
CAR-T cells,CAR-T cells,unknown,Term
human NK cells,human NK cells,unknown,Term
TME,TME,unknown,Term
CXCL9,CXCL9,gene,Term
MIG,MIG,gene,Term
epithelial mesenchymal transition,epithelial mesenchymal transition,pathways,Term
target cell lysis,target cell lysis,unknown,Term
degranulating cytotoxic cells,degranulating cytotoxic cells,cell type,Term
LAMP1,LAMP1,gene,Term
SERPINB9,SERPINB9,gene,Term
PI9,PI9,unknown,Term
pulmonary macrophages,pulmonary macrophages,cell type,Term
ams,ams,cell type,Term
trained,trained,cell type,Term
tumor-induced immune suppression,tumor-induced immune suppression,pathways,Term
ENPP1,ENPP1,gene,Term
human uterine natural killer cells,human uterine natural killer cells,cell type,Term
augmented antibody-dependent cellular cytotoxicity,augmented antibody-dependent cellular cytotoxicity,pathways,Term
CRISPR,CRISPR,gene,Term
CRISPR9,CRISPR9,gene,Term
augmented antibody-dependent cellular cytologic cytotoxicity,augmented antibody-dependent cellular cytologic cytotoxicity,unknown,Term
SCR1920,SCR1920,unknown,Term
fH,fH,unknown,Term
CLL,CLL,unknown,Term
CDC,CDC,unknown,Term
CLL cells,CLL cells,unknown,Term
mAb-SCR-fusion variants,mAb-SCR-fusion variants,unknown,Term
obinutuzumab,obinutuzumab,unknown,Term
CD20-targeting therapeutic monoclonal antibody,CD20-targeting therapeutic monoclonal antibody,unknown,Term
KP30,KP30,gene,Term
nkces,nkces,cell type,Term
CXCL8,CXCL8,gene,Term
lymphoproliferative disorder,lymphoproliferative disorder,disease,Term
CCL22,CCL22,gene,Term
EVS,EVS,gene,Term
renal cell carcinoma,renal cell carcinoma,pathways,Term
MYCL1,MYCL1,gene,Term
GSDME,GSDME,gene,Term
CASP3,CASP3,gene,Term
normal epithelial cells,normal epithelial cells,cell type,Term
radiation-induced pyroptosis,radiation-induced pyroptosis,pathways,Term
radiation-related toxicity,radiation-related toxicity,pathways,Term
GSDMA,GSDMA,gene,Term
pore-forming amino-terminal fragments,pore-forming amino-terminal fragments,pathways,Term
THEMIS2,THEMIS2,gene,Term
AGC,AGC,gene,Term
intestinal inflammation,intestinal inflammation,pathways,Term
dextran sulfate sodium-induced colitis,dextran sulfate sodium-induced colitis,pathways,Term
gut microbiota,gut microbiota,unknown,Term
APOBEC3B,APOBEC3B,unknown,Term
heteroclitic neoepitopes,heteroclitic neoepitopes,unknown,Term
T cell responses,T cell responses,unknown,Term
tumor reactive T cells,tumor reactive T cells,unknown,Term
vaccine cells,vaccine cells,cell type,Term
cytidine deaminase,cytidine deaminase,unknown,Term
heteroclitic Epitope Activated Therapy,heteroclitic Epitope Activated Therapy,unknown,Term
immune cell-induced antitumor responses,immune cell-induced antitumor responses,pathways,Term
inhibitory immune checkpoints,inhibitory immune checkpoints,pathways,Term
ENV,ENV,gene,Term
autologous nk cells,autologous nk cells,cell type,Term
KLF4,KLF4,gene,Term
immune system cells,immune system cells,cell type,Term
ctl,ctl,cell type,Term
CBD,CBD,unknown,Term
CB2,CB2,unknown,Term
CIK cells,CIK cells,unknown,Term
cannabinoid receptor 2,cannabinoid receptor 2,unknown,Term
HLA-ABC,HLA-ABC,gene,Term
VEGFA,VEGFA,gene,Term
endothelial cells,endothelial cells,cell type,Term
tgfβ,tgfβ,unknown,Term
tu2218,tu2218,unknown,Term
VCAM1,VCAM1,gene,Term
vascular cells,vascular cells,cell type,Term
innate immune effector cell subset,innate immune effector cell subset,cell type,Term
tumorigenic cells,tumorigenic cells,cell type,Term
TAG7,TAG7,gene,Term
TREM1,TREM1,gene,Term
cytokine secretion,cytokine secretion,pathways,Term
Granzyme A,Granzyme A,unknown,Term
GSDMB,GSDMB,unknown,Term
pyroptosis,pyroptosis,unknown,Term
TREX1,TREX1,gene,Term
THREEPRIMEEXONUCLEASE1,THREEPRIMEEXONUCLEASE1,gene,Term
peripheral blood ml nk cells,peripheral blood ml nk cells,cell type,Term
BAG6,BAG6,gene,Term
sB7-H6,sB7-H6,unknown,Term
sBAG6,sBAG6,unknown,Term
EV-BAG6,EV-BAG6,unknown,Term
meningioma,meningioma,disease,Term
meningioma development,meningioma development,pathways,Term
AKIR,AKIR,gene,Term
IKIR,IKIR,gene,Term
tumor microenvironment immunity,tumor microenvironment immunity,pathways,Term
APDL1,APDL1,gene,Term
IL7,IL7,gene,Term
IL21,IL21,gene,Term
K2-FC,K2-FC,gene,Term
lymphoid cells,lymphoid cells,cell type,Term
pbls,pbls,cell type,Term
functional nk cell,functional nk cell,cell type,Term
dfs,dfs,cell type,Term
disease-free survival,disease-free survival,unknown,Term
CD45RO,CD45RO,gene,Term
IL2RA,IL2RA,gene,Term
KG2A,KG2A,gene,Term
LA3,LA3,gene,Term
pdl1,pdl1,unknown,Term
pdl2,pdl2,unknown,Term
chronic HIV-1 infection,chronic HIV-1 infection,unknown,Term
anti-tumor,anti-tumor,unknown,Term
early lung cancer,early lung cancer,disease,Term
lung tumor,lung tumor,disease,Term
brain metastases,brain metastases,unknown,Term
cerebral malignancies,cerebral malignancies,disease,Term
dormant tumor cells,dormant tumor cells,cell type,Term
brain tumor,brain tumor,disease,Term
primary brain tumors,primary brain tumors,disease,Term
receptor-ligand system,receptor-ligand system,pathways,Term
innate cytotoxic lymphocytes,innate cytotoxic lymphocytes,cell type,Term
immune populations,immune populations,cell type,Term
cd45,cd45,cell type,Term
MIL15,MIL15,gene,Term
AD-IL15,AD-IL15,gene,Term
tertiary lymphoid structure formation,tertiary lymphoid structure formation,pathways,Term
TBK1,TBK1,gene,Term
IRF3,IRF3,gene,Term
LUC7L,LUC7L,gene,Term
kpc tumors,kpc tumors,cell type,Term
BAFFAPRIL,BAFFAPRIL,gene,Term
plasma cells,plasma cells,cell type,Term
certain proinflammatory genes,certain proinflammatory genes,pathways,Term
aging,aging,unknown,Term
naïve T cells,naïve T cells,unknown,Term
females,females,unknown,Term
males,males,unknown,Term
recipient lymphocytes,recipient lymphocytes,cell type,Term
SDNAM-1,SDNAM-1,gene,Term
antibody-based cancer therapies,antibody-based cancer therapies,pathways,Term
estrogen receptor,estrogen receptor,pathways,Term
ELF1,ELF1,gene,Term
lat,lat,unknown,Term
CD8T,CD8T,gene,Term
tc1,tc1,cell type,Term
transferred cells,transferred cells,cell type,Term
preleukemic cells,preleukemic cells,cell type,Term
gc cells,gc cells,cell type,Term
DAPK1,DAPK1,unknown,Term
IKKβ,IKKβ,unknown,Term
CSN5,CSN5,unknown,Term
restrained immune evasion,restrained immune evasion,pathways,Term
reduced immune evasion,reduced immune evasion,pathways,Term
Granzyme B,Granzyme B,unknown,Term
NK cell killing ability,NK cell killing ability,unknown,Term
GC cells,GC cells,unknown,Term
NK cell apoptosis,NK cell apoptosis,unknown,Term
BVAC-B,BVAC-B,unknown,Term
natural killer T cell,natural killer T cell,unknown,Term
HER2,HER2,unknown,Term
pro-inflammatory cytokines,pro-inflammatory cytokines,pathways,Term
early protection,early protection,pathways,Term
CD160,CD160,gene,Term
type 1,type 1,cell type,Term
SETDB1,SETDB1,gene,Term
ATF7IP,ATF7IP,gene,Term
TRIM33,TRIM33,gene,Term
crucial tumor promoters,crucial tumor promoters,pathways,Term
autoantibody,autoantibody,unknown,Term
ThINKK,ThINKK,unknown,Term
immune cell metabolism,immune cell metabolism,pathways,Term
glucocorticoids,glucocorticoids,unknown,Term
X,X,gene,Term
urothelial bladder cancer,urothelial bladder cancer,disease,Term
androgens,androgens,unknown,Term
immunity,immunity,unknown,Term
clonal expansion,clonal expansion,pathways,Term
leukemia stem cells,leukemia stem cells,cell type,Term
NKG2DD,NKG2DD,gene,Term
alloreactive immunity,alloreactive immunity,unknown,Term
antibodies,antibodies,unknown,Term
chemicals,chemicals,unknown,Term
immune stimulatory proteins,immune stimulatory proteins,pathways,Term
HLA-A,HLA-A,gene,Term
hla-b,hla-b,unknown,Term
hla-c,hla-c,unknown,Term
hla-e,hla-e,unknown,Term
natural killer cell-mediated cytotoxicity,natural killer cell-mediated cytotoxicity,pathways,Term
ilt2 blockade,ilt2 blockade,unknown,Term
disruption of ilt2,disruption of ilt2,unknown,Term
natural killer cell-mediated ifn-γ production,natural killer cell-mediated ifn-γ production,unknown,Term
immunosuppression,immunosuppression,unknown,Term
pacritinib,pacritinib,unknown,Term
mTOR,mTOR,unknown,Term
T-cell costimulation,T-cell costimulation,unknown,Term
peripheral blood lymphocyte subsets,peripheral blood lymphocyte subsets,cell type,Term
hucar19 nk cells,hucar19 nk cells,cell type,Term
hucar19,hucar19,unknown,Term
bone marrow stromal cells,bone marrow stromal cells,cell type,Term
lymphocyte subset,lymphocyte subset,cell type,Term
foreign antigen recognition,foreign antigen recognition,pathways,Term
ECT2,ECT2,gene,Term
human tumors,human tumors,cell type,Term
poor prognosis survival,poor prognosis survival,unknown,Term
ECT2 inhibitors,ECT2 inhibitors,unknown,Term
decidual natural killer cells,decidual natural killer cells,cell type,Term
retinoblastoma,retinoblastoma,disease,Term
tumour progression,tumour progression,pathways,Term
retinoblastoma cells,retinoblastoma cells,cell type,Term
EXOs,EXOs,unknown,Term
leukocytes,leukocytes,cell type,Term
kupffer cells,kupffer cells,cell type,Term
MIR,MIR,gene,Term
8H8_SDIE,8H8_SDIE,unknown,Term
primary aml cells,primary aml cells,cell type,Term
leukemic blasts,leukemic blasts,cell type,Term
unexplained recurrent pregnancy loss,unexplained recurrent pregnancy loss,pathways,Term
TRAV24-TRAJ18,TRAV24-TRAJ18,gene,Term
FCGR2,FCGR2,gene,Term
TRAV24,TRAV24,gene,Term
6B11,6B11,gene,Term
BRAF,BRAF,gene,Term
epigenetic remodeling,epigenetic remodeling,pathways,Term
AML,AML,unknown,Term
MDS,MDS,unknown,Term
CD159A,CD159A,gene,Term
KIR3DL2,KIR3DL2,gene,Term
CD158E1,CD158E1,gene,Term
GAL9,GAL9,gene,Term
PTD0001,PTD0001,gene,Term
HMGB1,HMGB1,unknown,Term
CEACAM1,CEACAM1,gene,Term
antibody-drug conjugates,antibody-drug conjugates,pathways,Term
SOFT,SOFT,gene,Term
metastasis-associated macrophages,metastasis-associated macrophages,pathways,Term
antitumor functions,antitumor functions,pathways,Term
metastatic,metastatic,disease,Term
cancer-related death,cancer-related death,pathways,Term
car t cells,car t cells,cell type,Term
serpin B9,serpin B9,unknown,Term
GrB,GrB,unknown,Term
GRB,GRB,gene,Term
lymphoma cells,lymphoma cells,cell type,Term
ITGAE,ITGAE,gene,Term
URELUMAB,URELUMAB,gene,Term
NR1H3,NR1H3,gene,Term
INK4A,INK4A,gene,Term
t cell subset,t cell subset,cell type,Term
hepatic nkt cells,hepatic nkt cells,cell type,Term
lxrβ,lxrβ,unknown,Term
lxrα/β-KO,lxrα/β-KO,unknown,Term
FABP5,FABP5,gene,Term
cetuximab,cetuximab,unknown,Term
downstream signaling pathways,downstream signaling pathways,unknown,Term
tumor development,tumor development,unknown,Term
engineered NK-92 cells,engineered NK-92 cells,unknown,Term
cetuximab functionalized NK cells,cetuximab functionalized NK cells,unknown,Term
KRAS wild-type colon cancer cells,KRAS wild-type colon cancer cells,unknown,Term
ITGAV,ITGAV,gene,Term
glioblastoma stem cells,glioblastoma stem cells,cell type,Term
GFBR2,GFBR2,gene,Term
cell carcinoma,cell carcinoma,disease,Term
TACC3,TACC3,gene,Term
LAG3,LAG3,gene,Term
immune-associated pathways,immune-associated pathways,pathways,Term
Kampo,Kampo,unknown,Term
cancer care,cancer care,pathways,Term
BX196,BX196,gene,Term
hepatocarcinoma,hepatocarcinoma,disease,Term
regulatory lymphocytes,regulatory lymphocytes,cell type,Term
BORTEZOMIB,BORTEZOMIB,gene,Term
cellular immunity,cellular immunity,pathways,Term
TRIM35,TRIM35,gene,Term
CLOCK,CLOCK,gene,Term
dlbcl,dlbcl,disease,Term
chronic myeloid leukemia,chronic myeloid leukemia,disease,Term
residual leukemic cells,residual leukemic cells,cell type,Term
mesenchymal stromal cells,mesenchymal stromal cells,cell type,Term
immunomodulator,immunomodulator,cell type,Term
treatment-free remission,treatment-free remission,pathways,Term
plasmacytoid dendritic cells,plasmacytoid dendritic cells,cell type,Term
immune suppressive,immune suppressive,cell type,Term
IAP,IAP,gene,Term
IAPS,IAPS,gene,Term
SMAC,SMAC,gene,Term
rms cells,rms cells,cell type,Term
CD134,CD134,gene,Term
CD252,CD252,gene,Term
IFNA1,IFNA1,gene,Term
LDH,LDH,gene,Term
cd3⁺cd8⁺ t cells,cd3⁺cd8⁺ t cells,cell type,Term
IFNA2,IFNA2,gene,Term
erythropoietin(EPO)receptor,erythropoietin(EPO)receptor,unknown,Term
EPOR,EPOR,unknown,Term
EPO,EPO,unknown,Term
thrombopoietin(TPO)receptor,thrombopoietin(TPO)receptor,unknown,Term
c-MPL,c-MPL,unknown,Term
TPO,TPO,unknown,Term
primary human NK cells,primary human NK cells,unknown,Term
increased degranulation,increased degranulation,pathways,Term
primary human,primary human,cell type,Term
adaptive antitumor immunity,adaptive antitumor immunity,pathways,Term
lasting tumor control,lasting tumor control,pathways,Term
leukemic stem cells,leukemic stem cells,cell type,Term
lscs,lscs,cell type,Term
aml blasts,aml blasts,cell type,Term
murine macrophages,murine macrophages,cell type,Term
durable tumor growth retardation,durable tumor growth retardation,pathways,Term
immune response rates,immune response rates,pathways,Term
MIR125A,MIR125A,gene,Term
methylthioadenosine deficiency,methylthioadenosine deficiency,disease,Term
MTAP,MTAP,gene,Term
immune infiltrates,immune infiltrates,cell type,Term
primary t cells,primary t cells,cell type,Term
m1 macrophage,m1 macrophage,cell type,Term
increased antitumor potential,increased antitumor potential,pathways,Term
receptor restimulation,receptor restimulation,pathways,Term
BIRC5,BIRC5,gene,Term
deficiency,deficiency,disease,Term
active treg cells,active treg cells,cell type,Term
GRP78,GRP78,unknown,Term
NK-cell-activating,NK-cell-activating,unknown,Term
cytotoxic CD8,cytotoxic CD8,unknown,Term
chemokine receptors,chemokine receptors,pathways,Term
DNK1,DNK1,gene,Term
decidual innate lymphoid cells,decidual innate lymphoid cells,cell type,Term
LGALS9,LGALS9,gene,Term
aml cells,aml cells,cell type,Term
cytotoxic lymphoid cells,cytotoxic lymphoid cells,cell type,Term
RF2,RF2,gene,Term
G6PC,G6PC,gene,Term
human nk cell,human nk cell,cell type,Term
complete metabolic substrate flexibility,complete metabolic substrate flexibility,pathways,Term
cytotoxic immune cell,cytotoxic immune cell,cell type,Term
lipid peroxidation,lipid peroxidation,unknown,Term
oxidative stress,oxidative stress,unknown,Term
innate immunity effector cells,innate immunity effector cells,cell type,Term
innate immune regulatory cells,innate immune regulatory cells,cell type,Term
recipient dendritic cells,recipient dendritic cells,cell type,Term
PLK1,PLK1,gene,Term
PTEN,PTEN,gene,Term
immune cell-tumor interaction,immune cell-tumor interaction,pathways,Term
non-alcoholic fatty liver disease,non-alcoholic fatty liver disease,pathways,Term
liver fibrosis,liver fibrosis,unknown,Term
liver carcinoma,liver carcinoma,disease,Term
nafld,nafld,disease,Term
GFR,GFR,gene,Term
C3B,C3B,gene,Term
targeted,targeted,cell type,Term
aptamer,aptamer,unknown,Term
membrane attack complex,membrane attack complex,unknown,Term
C3B/IC3B,C3B/IC3B,gene,Term
cytotoxic degranulation,cytotoxic degranulation,unknown,Term
ALB,ALB,gene,Term
CA125,CA125,gene,Term
neutrophil,neutrophil,unknown,Term
SIGLEC,SIGLEC,gene,Term
cancer-associated glycosylation patterns,cancer-associated glycosylation patterns,pathways,Term
NCOA3,NCOA3,gene,Term
terminal differentiation,terminal differentiation,pathways,Term
SRC-3,SRC-3,gene,Term
inflammatory cytokine stimulation,inflammatory cytokine stimulation,pathways,Term
tumor cell killers,tumor cell killers,cell type,Term
E2TM,E2TM,gene,Term
PE2TM,PE2TM,gene,Term
DINUTUXIMAB,DINUTUXIMAB,gene,Term
immune checkpoint inhibitor,immune checkpoint inhibitor,pathways,Term
T cell antitumor effector functions,T cell antitumor effector functions,unknown,Term
NK cell antitumor effector functions,NK cell antitumor effector functions,unknown,Term
pmn-mdsc,pmn-mdsc,unknown,Term
metastatic spread,metastatic spread,unknown,Term
colorectal cancer pathogenesis,colorectal cancer pathogenesis,pathways,Term
ITGB7,ITGB7,gene,Term
CYCLOARTENYLFERULATE,CYCLOARTENYLFERULATE,gene,Term
JAK1/2,JAK1/2,gene,Term
IFNGR1,IFNGR1,gene,Term
tumor immune microenvironment,tumor immune microenvironment,unknown,Term
lymphoma clearance,lymphoma clearance,pathways,Term
crs,crs,disease,Term
CD3Z,CD3Z,gene,Term
DAP12,DAP12,gene,Term
primary multifocal hepatocellular carcinoma,primary multifocal hepatocellular carcinoma,pathways,Term
portal vein tumor thrombosis,portal vein tumor thrombosis,pathways,Term
head and neck cancer,head and neck cancer,disease,Term
red blood cells,red blood cells,cell type,Term
rbcs,rbcs,cell type,Term
cell movement,cell movement,pathways,Term
allogeneic cancer immunotherapies,allogeneic cancer immunotherapies,pathways,Term
transplanted t cells,transplanted t cells,cell type,Term
sPD-L1,sPD-L1,unknown,Term
L3C7c-Fc,L3C7c-Fc,unknown,Term
GPC3-CAR-NK cells,GPC3-CAR-NK cells,unknown,Term
HCC,HCC,unknown,Term
intratumoral t cells,intratumoral t cells,cell type,Term
dysfunction-related genes,dysfunction-related genes,pathways,Term
IL-33,IL-33,unknown,Term
NCL,NCL,gene,Term
ST2L,ST2L,unknown,Term
alveolar pneumocytes,alveolar pneumocytes,cell type,Term
Th2 cells,Th2 cells,unknown,Term
nkg2d ligands,nkg2d ligands,unknown,Term
cancer cell metabolism,cancer cell metabolism,unknown,Term
NKG2D ligands,NKG2D ligands,unknown,Term
healthy cells,healthy cells,cell type,Term
NKG2D ligands on healthy cells,NKG2D ligands on healthy cells,unknown,Term
MICA on healthy cells,MICA on healthy cells,unknown,Term
immunosuppressive network,immunosuppressive network,unknown,Term
immune system,immune system,unknown,Term
Treg,Treg,unknown,Term
Mreg,Mreg,unknown,Term
VDR,VDR,gene,Term
VITD-DGVDBP,VITD-DGVDBP,gene,Term
VDBP,VDBP,gene,Term
VITAMIND,VITAMIND,gene,Term
ITD-DGVDBP,ITD-DGVDBP,gene,Term
hematological cancers,hematological cancers,disease,Term
b-cell lymphoma,b-cell lymphoma,unknown,Term
tumor lysis syndrome,tumor lysis syndrome,pathways,Term
tls,tls,disease,Term
PRLIP,PRLIP,gene,Term
PIPK,PIPK,gene,Term
bcs,bcs,cell type,Term
bc,bc,cell type,Term
natural killer cell subsets,natural killer cell subsets,cell type,Term
inflammation-cancer transformation,inflammation-cancer transformation,pathways,Term
cancer occurrence,cancer occurrence,pathways,Term
peripheral natural killer cells,peripheral natural killer cells,cell type,Term
efficient antibody dependent cell cytotoxicity,efficient antibody dependent cell cytotoxicity,pathways,Term
neurotoxicity syndrome,neurotoxicity syndrome,pathways,Term
CD1,CD1,gene,Term
TRAC,TRAC,gene,Term
GLIP,GLIP,gene,Term
ITCR,ITCR,gene,Term
acute moderate-intensity aerobic exercise,acute moderate-intensity aerobic exercise,unknown,Term
stress hormones,stress hormones,unknown,Term
nk cell samples,nk cell samples,cell type,Term
pancreatic cancer cells,pancreatic cancer cells,cell type,Term
