nodeId:ID,name,node_type,:LABEL
lymphoid cells,lymphoid cells,cell type,Term
plasma cell dyscrasias,plasma cell dyscrasias,pathways,Term
tumour-like effects,tumour-like effects,pathways,Term
GNPDA1,GNPDA1,gene,Term
UDPGNT,UDPGNT,gene,Term
dc,dc,cell type,Term
HGNC: 0,HGNC: 0,gene,Term
ITGAX,ITGAX,gene,Term
XCR1,XCR1,gene,Term
APC,APC,gene,Term
MADCAM1,MADCAM1,gene,Term
autoimmune hepatitis,autoimmune hepatitis,pathways,Term
cell lineages,cell lineages,cell type,Term
cellular cooperation,cellular cooperation,pathways,Term
ITUXB,ITUXB,gene,Term
b cell lineage,b cell lineage,cell type,Term
allergic,allergic,disease,Term
dermatitis,dermatitis,disease,Term
skin,skin,disease,Term
innate immune cells,innate immune cells,cell type,Term
adaptive immune system,adaptive immune system,unknown,Term
UPR,UPR,unknown,Term
neurodegenerative diseases,neurodegenerative diseases,unknown,Term
allergic contact dermatitis,allergic contact dermatitis,unknown,Term
esophageal cancer,esophageal cancer,disease,Term
HENMT1,HENMT1,unknown,Term
B cells naive,B cells naive,unknown,Term
T cells regulatory,T cells regulatory,unknown,Term
T cells CD4 memory activated,T cells CD4 memory activated,unknown,Term
master cells resting,master cells resting,unknown,Term
dendritic cells resting,dendritic cells resting,unknown,Term
T cell,T cell,unknown,Term
bivalent interaction,bivalent interaction,pathways,Term
HGNC SYMBOL:,HGNC SYMBOL:,gene,Term
regulatory t lymphocytes,regulatory t lymphocytes,cell type,Term
cell proliferation,cell proliferation,pathways,Term
autoimmune disorder,autoimmune disorder,disease,Term
interstitial lung disease,interstitial lung disease,disease,Term
rapidly progressive interstitial lung disease,rapidly progressive interstitial lung disease,pathways,Term
rituximab,rituximab,unknown,Term
cell depletion,cell depletion,disease,Term
FOXD1,FOXD1,gene,Term
resting dendritic cells,resting dendritic cells,cell type,Term
cancer-related signaling pathway,cancer-related signaling pathway,pathways,Term
metabolism-related pathways,metabolism-related pathways,pathways,Term
activated mast cells,activated mast cells,unknown,Term
proliferation,proliferation,unknown,Term
differentiation,differentiation,unknown,Term
autoantibody,autoantibody,cell type,Term
IPILIM,IPILIM,gene,Term
nash,nash,disease,Term
cirrhosis,cirrhosis,disease,Term
ASAH1,ASAH1,gene,Term
NCDASE,NCDASE,gene,Term
hepatic inflammation,hepatic inflammation,pathways,Term
sphingosine,sphingosine,unknown,Term
CER,CER,gene,Term
ACTB,ACTB,gene,Term
BCRS,BCRS,gene,Term
pro-survival pathways,pro-survival pathways,pathways,Term
extracellular signal-regulated kinase,extracellular signal-regulated kinase,pathways,Term
ACTN4,ACTN4,gene,Term
augmented apoptosis,augmented apoptosis,pathways,Term
TFAP4,TFAP4,gene,Term
proliferating b cells,proliferating b cells,cell type,Term
intrinsic tumor-suppressive mechanisms,intrinsic tumor-suppressive mechanisms,pathways,Term
tumor suppression,tumor suppression,pathways,Term
lymphomas,lymphomas,disease,Term
RAGC,RAGC,gene,Term
RAG1,RAG1,unknown,Term
antitumor responses,antitumor responses,pathways,Term
bmem cells,bmem cells,cell type,Term
LR7,LR7,gene,Term
preneoplastic/early hepatic lesions,preneoplastic/early hepatic lesions,pathways,Term
human liver carcinogenesis,human liver carcinogenesis,pathways,Term
"Here is the output based on the abstract and the provided biomedical term pairs:

(innate lymphocytes","Here is the output based on the abstract and the provided biomedical term pairs:

(innate lymphocytes",unknown,Term
innate lymphocytes,innate lymphocytes,cell type,Term
oligoclonal plasmablast expansion,oligoclonal plasmablast expansion,pathways,Term
influenza,influenza,disease,Term
swine mediated zoonosis,swine mediated zoonosis,pathways,Term
human viruses,human viruses,pathways,Term
PTPN,PTPN,gene,Term
PTPRO,PTPRO,gene,Term
PTPR,PTPR,gene,Term
hematopoietic cells,hematopoietic cells,cell type,Term
TPROT,TPROT,gene,Term
calcifying fibrous tumour,calcifying fibrous tumour,disease,Term
triple negative breast cancer,triple negative breast cancer,disease,Term
NBC,NBC,gene,Term
myeloid,myeloid,disease,Term
tnbc,tnbc,cell type,Term
human myeloid cells,human myeloid cells,cell type,Term
antigen presentation,antigen presentation,pathways,Term
activated NK cells,activated NK cells,unknown,Term
resting memory CD4 T cells,resting memory CD4 T cells,unknown,Term
GAS5,GAS5,gene,Term
RUNX1,RUNX1,gene,Term
miR-18a-5p,miR-18a-5p,unknown,Term
cell cycle,cell cycle,pathways,Term
BAX,BAX,gene,Term
ATM,ATM,gene,Term
KAP1,KAP1,gene,Term
neoadjuvant therapy-induced tumor immune response,neoadjuvant therapy-induced tumor immune response,pathways,Term
TRBV8,TRBV8,gene,Term
b cell malignancies,b cell malignancies,cell type,Term
anti-Vβ8 CAR-T cells,anti-Vβ8 CAR-T cells,unknown,Term
intestinal bacteria,intestinal bacteria,cell type,Term
precision medicine,precision medicine,pathways,Term
immunosuppressive network,immunosuppressive network,unknown,Term
immunosuppressive phenotypes,immunosuppressive phenotypes,unknown,Term
tissue homeostasis,tissue homeostasis,unknown,Term
aging process,aging process,unknown,Term
MDSCs,MDSCs,unknown,Term
Tregs,Tregs,unknown,Term
Mregs,Mregs,unknown,Term
NGX6,NGX6,gene,Term
INHBB,INHBB,gene,Term
TNC,TNC,gene,Term
FN1,FN1,gene,Term
IGFBP3,IGFBP3,gene,Term
PRG1,PRG1,gene,Term
precancerous lesions,precancerous lesions,pathways,Term
monocytic blasts,monocytic blasts,cell type,Term
monocyte progenitors,monocyte progenitors,cell type,Term
blast,blast,cell type,Term
IRF8,IRF8,gene,Term
dendritic cell progenitors,dendritic cell progenitors,unknown,Term
l2pb1 cells,l2pb1 cells,cell type,Term
tumor mass,tumor mass,unknown,Term
angiogenesis,angiogenesis,unknown,Term
potent antigen presentation,potent antigen presentation,pathways,Term
phagocytosis,phagocytosis,unknown,Term
immunomodulation,immunomodulation,unknown,Term
nIgM,nIgM,unknown,Term
B-1 B cells,B-1 B cells,unknown,Term
potent antibody responses,potent antibody responses,pathways,Term
impaired antigen presenting capacity,impaired antigen presenting capacity,pathways,Term
reduced antibody production,reduced antibody production,pathways,Term
RIF1,RIF1,gene,Term
DNA2,DNA2,gene,Term
BRCC1,BRCC1,gene,Term
SHLD1,SHLD1,gene,Term
elusive macrophage subset,elusive macrophage subset,cell type,Term
tumor-derived extracellular vesicles,tumor-derived extracellular vesicles,pathways,Term
tumor particulate antigens,tumor particulate antigens,pathways,Term
resting mast cells,resting mast cells,cell type,Term
ARAC,ARAC,gene,Term
DR5,DR5,gene,Term
NATURAL KILLER CELL LD,NATURAL KILLER CELL LD,gene,Term
NCR3LG1,NCR3LG1,gene,Term
B7-H6,B7-H6,gene,Term
cell turnover,cell turnover,pathways,Term
CD22,CD22,gene,Term
CD34,CD34,gene,Term
t8 cell,t8 cell,cell type,Term
cd8+t-cell,cd8+t-cell,unknown,Term
activated and intermediate monocytes,activated and intermediate monocytes,unknown,Term
citrullination,citrullination,unknown,Term
anti-citrullinated protein antibodies,anti-citrullinated protein antibodies,unknown,Term
immune complexes,immune complexes,pathways,Term
peptidylarginine deiminase,peptidylarginine deiminase,unknown,Term
precipitation of proteins,precipitation of proteins,unknown,Term
uptake by B cells,uptake by B cells,unknown,Term
antibody responses,antibody responses,unknown,Term
DOCK11,DOCK11,gene,Term
tumour infiltrating immune cells,tumour infiltrating immune cells,cell type,Term
tumours,tumours,disease,Term
long-term protection,long-term protection,pathways,Term
NR4A1,NR4A1,gene,Term
effector,effector,unknown,Term
personalized cancer treatment,personalized cancer treatment,pathways,Term
autoimmune cytopenia,autoimmune cytopenia,unknown,Term
nonmalignant b cells,nonmalignant b cells,cell type,Term
immunoglobulin,immunoglobulin,unknown,Term
IGHG,IGHG,gene,Term
IGK,IGK,gene,Term
myeloblasts,myeloblasts,cell type,Term
aml blasts,aml blasts,cell type,Term
disease-free survival,disease-free survival,pathways,Term
tfh,tfh,cell type,Term
tfr cells,tfr cells,cell type,Term
cancer treatments,cancer treatments,pathways,Term
BAFF,BAFF,gene,Term
car t cell,car t cell,cell type,Term
r car t cells,r car t cells,cell type,Term
baff-r car t cells,baff-r car t cells,unknown,Term
treatment-related antigen loss,treatment-related antigen loss,pathways,Term
metformin,metformin,unknown,Term
ROSM1,ROSM1,gene,Term
DHEA,DHEA,gene,Term
APRIL,APRIL,gene,Term
b cell subsets,b cell subsets,cell type,Term
EXOC7,EXOC7,gene,Term
EXOSO,EXOSO,gene,Term
hypercortisolism,hypercortisolism,disease,Term
corticosteroids,corticosteroids,unknown,Term
thymic tumor,thymic tumor,disease,Term
ACTH,ACTH,gene,Term
parainfluenza,parainfluenza,disease,Term
HPV3,HPV3,gene,Term
HPV,HPV,gene,Term
PITAVASTATIN,PITAVASTATIN,gene,Term
vincristine-resistant REH tumor cells,vincristine-resistant REH tumor cells,unknown,Term
scleroderma,scleroderma,disease,Term
dcssc,dcssc,cell type,Term
haematopoietic stem cell,haematopoietic stem cell,cell type,Term
NCL,NCL,gene,Term
NCOR1,NCOR1,unknown,Term
NCOR2,NCOR2,unknown,Term
chromatin,chromatin,unknown,Term
gene expression,gene expression,unknown,Term
B cell differentiation,B cell differentiation,unknown,Term
pre-BCR signaling,pre-BCR signaling,unknown,Term
STAT5-dependent transcription,STAT5-dependent transcription,unknown,Term
EZH2-repressed gene modules,EZH2-repressed gene modules,unknown,Term
p53 pathway,p53 pathway,unknown,Term
Rag1 expression,Rag1 expression,unknown,Term
Rag2 expression,Rag2 expression,unknown,Term
leukemic transformation,leukemic transformation,unknown,Term
RAG expression,RAG expression,unknown,Term
structural variants,structural variants,unknown,Term
STAT5,STAT5,unknown,Term
EZH2,EZH2,gene,Term
p53,p53,unknown,Term
Rag1,Rag1,unknown,Term
Rag2,Rag2,unknown,Term
RAG,RAG,unknown,Term
NCOR12,NCOR12,unknown,Term
CTCF,CTCF,gene,Term
IKAROS,IKAROS,unknown,Term
Igκ,Igκ,unknown,Term
smaller invariant topological domains,smaller invariant topological domains,pathways,Term
lineage-specific regulatory units,lineage-specific regulatory units,pathways,Term
lineage-specific gene expression,lineage-specific gene expression,pathways,Term
extra-lineage genes,extra-lineage genes,pathways,Term
megabase distances,megabase distances,pathways,Term
leukocyte migration,leukocyte migration,pathways,Term
lupus nephritis,lupus nephritis,pathways,Term
BAFFR,BAFFR,gene,Term
C4BP,C4BP,gene,Term
ZBTB7C,ZBTB7C,gene,Term
tumor mutational burden,tumor mutational burden,pathways,Term
immune cell infiltration,immune cell infiltration,unknown,Term
esca,esca,disease,Term
mesothelioma,mesothelioma,disease,Term
colorectal,colorectal,disease,Term
neoplasm,neoplasm,disease,Term
tumor microenvironment,tumor microenvironment,unknown,Term
survival,survival,unknown,Term
microsatellite instability,microsatellite instability,unknown,Term
esophageal carcinoma,esophageal carcinoma,pathways,Term
cancer prognosis,cancer prognosis,pathways,Term
type-2 immune responses,type-2 immune responses,pathways,Term
immunoglobulins,immunoglobulins,unknown,Term
autophagy-related genes,autophagy-related genes,pathways,Term
genetic variation,genetic variation,pathways,Term
TLR9,TLR9,gene,Term
LITOLIMOD,LITOLIMOD,gene,Term
SD-101,SD-101,gene,Term
mdsc,mdsc,cell type,Term
end-organ damage,end-organ damage,pathways,Term
autoreactive t cells,autoreactive t cells,cell type,Term
autoreactive,autoreactive,cell type,Term
epithelial ovarian cancer,epithelial ovarian cancer,pathways,Term
CA125,CA125,gene,Term
immune thrombocytopenia,immune thrombocytopenia,disease,Term
antibody-coated cell phagocytosis,antibody-coated cell phagocytosis,pathways,Term
BRNT1,BRNT1,gene,Term
TCRA,TCRA,gene,Term
αβ t cells,αβ t cells,cell type,Term
γδ,γδ,cell type,Term
TCRG,TCRG,gene,Term
eOD-GT8,eOD-GT8,unknown,Term
CD4 T cells,CD4 T cells,unknown,Term
AS01,AS01,unknown,Term
tfr1,tfr1,unknown,Term
TIO3,TIO3,gene,Term
TGFB2,TGFB2,gene,Term
TIO1,TIO1,gene,Term
memory-like responses,memory-like responses,pathways,Term
systemic,systemic,disease,Term
b cell subset,b cell subset,cell type,Term
IL7R,IL7R,gene,Term
osteoarthritis,osteoarthritis,disease,Term
arthritis,arthritis,disease,Term
adaptive lymphocytes,adaptive lymphocytes,cell type,Term
immune 'memory' formation,immune 'memory' formation,pathways,Term
somatic genetic alterations,somatic genetic alterations,pathways,Term
histiocytic disorders,histiocytic disorders,disease,Term
cmyc,cmyc,cell type,Term
pbs,pbs,cell type,Term
lz b cells,lz b cells,cell type,Term
cytokine production,cytokine production,pathways,Term
tumor regression,tumor regression,pathways,Term
gene rearrangement,gene rearrangement,pathways,Term
CHD1,CHD1,gene,Term
DOCK10,DOCK10,unknown,Term
DOCK10.1,DOCK10.1,unknown,Term
DOCK10.2,DOCK10.2,unknown,Term
small cell lung cancer,small cell lung cancer,disease,Term
lymphoblastic leukaemia,lymphoblastic leukaemia,disease,Term
t-cell,t-cell,disease,Term
tph cells,tph cells,cell type,Term
trh cells,trh cells,cell type,Term
bet,bet,disease,Term
TBX21,TBX21,gene,Term
alphaherpesvirus,alphaherpesvirus,disease,Term
immune exhaustion,immune exhaustion,unknown,Term
virus elimination,virus elimination,pathways,Term
TST,TST,gene,Term
follicular b helper t cells,follicular b helper t cells,cell type,Term
affinity-dependent selection,affinity-dependent selection,pathways,Term
b-1 cells,b-1 cells,unknown,Term
ataxia,ataxia,disease,Term
syndrome,syndrome,disease,Term
opsoclonus,opsoclonus,disease,Term
paraneoplastic,paraneoplastic,disease,Term
myoclonus,myoclonus,disease,Term
HLA-DQA1,HLA-DQA1,gene,Term
HLA-DO,HLA-DO,gene,Term
b lymphocyte lineages,b lymphocyte lineages,cell type,Term
b lymphocyte,b lymphocyte,cell type,Term
tonsil b cell lineages,tonsil b cell lineages,cell type,Term
tonsil lymphocytes,tonsil lymphocytes,cell type,Term
de novo infection,de novo infection,pathways,Term
tumor immune infiltrates,tumor immune infiltrates,cell type,Term
autoantibody-mediated diseases,autoantibody-mediated diseases,pathways,Term
CRISPR-Cas9,CRISPR-Cas9,unknown,Term
Cas9,Cas9,unknown,Term
LIPG,LIPG,gene,Term
SIGLEC6,SIGLEC6,gene,Term
JML-1,JML-1,gene,Term
primary aml blasts,primary aml blasts,cell type,Term
HE,HE,gene,Term
hepatocytes,hepatocytes,cell type,Term
CTNNB1,CTNNB1,gene,Term
WNT16,WNT16,unknown,Term
NF-κB,NF-κB,unknown,Term
IL1,IL1,gene,Term
Brutinib,Brutinib,unknown,Term
immune methylation characteristics,immune methylation characteristics,pathways,Term
diverse immune microenvironments,diverse immune microenvironments,pathways,Term
MITF,MITF,gene,Term
immune-low melanomas,immune-low melanomas,unknown,Term
melanomas unresponsive to immunotherapies,melanomas unresponsive to immunotherapies,unknown,Term
apoptosis status,apoptosis status,pathways,Term
b-cell lymphoma,b-cell lymphoma,disease,Term
mantle cell lymphoma,mantle cell lymphoma,disease,Term
BAFF CAR-T cells,BAFF CAR-T cells,unknown,Term
activation marker CD69,activation marker CD69,unknown,Term
degranulation marker CD107a,degranulation marker CD107a,unknown,Term
proinflammatory cytokines,proinflammatory cytokines,unknown,Term
variable immune deficiency,variable immune deficiency,disease,Term
peripheral,peripheral,cell type,Term
enhancer hijacking,enhancer hijacking,unknown,Term
oncogene expression,oncogene expression,unknown,Term
H3K27AC,H3K27AC,gene,Term
enhancer-promoter interactions,enhancer-promoter interactions,unknown,Term
chromosomal translocations,chromosomal translocations,unknown,Term
allele-specific gene expression changes,allele-specific gene expression changes,unknown,Term
allele-specific chromatin configurations,allele-specific chromatin configurations,unknown,Term
genetic or pharmacological depletion of h3k27ac,genetic or pharmacological depletion of h3k27ac,unknown,Term
DOCK8,DOCK8,gene,Term
CDC42,CDC42,gene,Term
WAS,WAS,unknown,Term
TBIA,TBIA,gene,Term
bmscs,bmscs,cell type,Term
migration,migration,unknown,Term
adhesion,adhesion,unknown,Term
CLL B cells,CLL B cells,unknown,Term
CLL- bone marrow stromal cells,CLL- bone marrow stromal cells,unknown,Term
CLL cells,CLL cells,unknown,Term
CLL,CLL,unknown,Term
flow cytometry,flow cytometry,cell type,Term
PRKAA1,PRKAA1,gene,Term
energy homeostasis,energy homeostasis,unknown,Term
leucocytes,leucocytes,cell type,Term
hematopoietic cellular products,hematopoietic cellular products,pathways,Term
stem cells,stem cells,pathways,Term
standard allogeneic grafts,standard allogeneic grafts,pathways,Term
stem cell enumeration,stem cell enumeration,pathways,Term
"Here is the output based on the abstract:
(nasopharyngeal carcinoma","Here is the output based on the abstract:
(nasopharyngeal carcinoma",unknown,Term
intratumoral transcriptional heterogeneity,intratumoral transcriptional heterogeneity,pathways,Term
schistosome worm,schistosome worm,cell type,Term
mRNA vaccines,mRNA vaccines,unknown,Term
CD4+,CD4+,unknown,Term
CD8+,CD8+,unknown,Term
protective antibodies,protective antibodies,unknown,Term
transformed cells,transformed cells,cell type,Term
defective cell-cell communication,defective cell-cell communication,pathways,Term
defective antibody responses,defective antibody responses,pathways,Term
protein phosphatase,protein phosphatase,pathways,Term
immune infiltrating cells,immune infiltrating cells,cell type,Term
developing combination immunotherapeutic strategies,developing combination immunotherapeutic strategies,pathways,Term
esophageal squamous cell carcinoma,esophageal squamous cell carcinoma,disease,Term
PRAME,PRAME,gene,Term
CEACAM4,CEACAM4,gene,Term
MAGEA11,MAGEA11,gene,Term
mutation-derived neoantigens,mutation-derived neoantigens,pathways,Term
tcr repertoire,tcr repertoire,unknown,Term
tertiary lymphoid structures,tertiary lymphoid structures,cell type,Term
uveal melanoma,uveal melanoma,disease,Term
uveal melanoma liver metastases,uveal melanoma liver metastases,pathways,Term
cell malignancies,cell malignancies,disease,Term
immunogenic cell death,immunogenic cell death,pathways,Term
cross-clade neutralizing responses,cross-clade neutralizing responses,pathways,Term
vaccine-elicited breadth,vaccine-elicited breadth,pathways,Term
LLPCs,LLPCs,unknown,Term
pro-survival genes,pro-survival genes,unknown,Term
endoplasmic reticulum,endoplasmic reticulum,unknown,Term
cytoplasm,cytoplasm,unknown,Term
pancreatitis,pancreatitis,disease,Term
systemic inflammatory response syndrome,systemic inflammatory response syndrome,pathways,Term
autoimmune pancreatitis,autoimmune pancreatitis,pathways,Term
smoking,smoking,unknown,Term
alcohol,alcohol,unknown,Term
CSP,CSP,gene,Term
PFCSP,PFCSP,gene,Term
autoantibody development,autoantibody development,pathways,Term
somatic mutation,somatic mutation,pathways,Term
autoreactive memory b cells,autoreactive memory b cells,cell type,Term
infected b cells,infected b cells,cell type,Term
genetic instability,genetic instability,unknown,Term
EBV M81,EBV M81,unknown,Term
MSHJ,MSHJ,unknown,Term
lytic replication,lytic replication,unknown,Term
EBV,EBV,unknown,Term
cell cancer,cell cancer,disease,Term
cellular senescence,cellular senescence,pathways,Term
cell cycle control,cell cycle control,pathways,Term
infected,infected,cell type,Term
bone marrow negative minimal residual disease,bone marrow negative minimal residual disease,pathways,Term
hypoxia-driven immune escape,hypoxia-driven immune escape,pathways,Term
immune detection,immune detection,pathways,Term
hypoxia-driven cell death pathways,hypoxia-driven cell death pathways,pathways,Term
MIR142,MIR142,gene,Term
SELECTIN L,SELECTIN L,gene,Term
allergen,allergen,unknown,Term
t lymphocyte subsets,t lymphocyte subsets,cell type,Term
THY1,THY1,gene,Term
radiofrequency ablation,radiofrequency ablation,pathways,Term
thyroid antibody,thyroid antibody,unknown,Term
Helicobacter hepaticus,Helicobacter hepaticus,unknown,Term
cytotoxic lymphocytes,cytotoxic lymphocytes,cell type,Term
intestinal microbiota,intestinal microbiota,cell type,Term
microbiota,microbiota,cell type,Term
APOBEC3,APOBEC3,gene,Term
H3K4ME1,H3K4ME1,gene,Term
FATC1,FATC1,gene,Term
DDX3X,DDX3X,gene,Term
global protein synthesis,global protein synthesis,unknown,Term
proteotoxic stress,proteotoxic stress,unknown,Term
DDX3Y,DDX3Y,gene,Term
lymphoma cells,lymphoma cells,cell type,Term
early lymphomagenesis,early lymphomagenesis,pathways,Term
high-grade serous ovarian carcinoma,high-grade serous ovarian carcinoma,pathways,Term
TLS,TLS,gene,Term
mature tlss,mature tlss,cell type,Term
activated immune cells,activated immune cells,cell type,Term
CD70,CD70,gene,Term
MLF1,MLF1,gene,Term
cancer evolution,cancer evolution,pathways,Term
large,large,cell type,Term
primary,primary,disease,Term
M2,M2,gene,Term
encephalitis,encephalitis,disease,Term
colorectal adenocarcinoma,colorectal adenocarcinoma,disease,Term
PNP,PNP,gene,Term
DCK,DCK,gene,Term
cd19,cd19,cell type,Term
untransformed b cells,untransformed b cells,cell type,Term
ACD,ACD,gene,Term
low b cells,low b cells,cell type,Term
tumour cells,tumour cells,cell type,Term
TAT5,TAT5,gene,Term
TOR,TOR,gene,Term
YK1,YK1,gene,Term
MCC950,MCC950,gene,Term
skin carcinoma,skin carcinoma,pathways,Term
unspecific immune activation,unspecific immune activation,pathways,Term
TET,TET,gene,Term
TET3,TET3,gene,Term
DNMT,DNMT,gene,Term
b cell lymphoma,b cell lymphoma,cell type,Term
g-quadruplexes,g-quadruplexes,unknown,Term
r-loops,r-loops,unknown,Term
dna double-strand breaks,dna double-strand breaks,unknown,Term
ATR,ATR,gene,Term
NTP,NTP,gene,Term
NTPS,NTPS,gene,Term
unstressed cells,unstressed cells,cell type,Term
CDC7,CDC7,gene,Term
DK1,DK1,gene,Term
increased autoimmune antibody responses,increased autoimmune antibody responses,pathways,Term
protective antibody responses,protective antibody responses,pathways,Term
ZBTB18,ZBTB18,gene,Term
dividing b cells,dividing b cells,cell type,Term
ab producing plasma cells,ab producing plasma cells,cell type,Term
mesenchymal stromal cells,mesenchymal stromal cells,cell type,Term
mesenchymal stromal cell administration,mesenchymal stromal cell administration,pathways,Term
primary antibody deficiencies,primary antibody deficiencies,pathways,Term
DO,DO,gene,Term
autoimmune disease development,autoimmune disease development,pathways,Term
epitope presentation,epitope presentation,pathways,Term
CL6,CL6,gene,Term
MYCC,MYCC,gene,Term
MYC-MIZ1,MYC-MIZ1,gene,Term
MIZ1,MIZ1,gene,Term
gc,gc,cell type,Term
gc b cell fate,gc b cell fate,cell type,Term
histiocytes,histiocytes,cell type,Term
neoplastic b cells,neoplastic b cells,cell type,Term
CD47,CD47,gene,Term
SIGLEC1,SIGLEC1,gene,Term
soft tissue tumors,soft tissue tumors,disease,Term
tans,tans,cell type,Term
cytotoxic t lymphocyte,cytotoxic t lymphocyte,cell type,Term
T cell receptor signaling pathway,T cell receptor signaling pathway,unknown,Term
anti-CD5 antibody,anti-CD5 antibody,unknown,Term
T cell anti-tumour activation,T cell anti-tumour activation,unknown,Term
T cell function,T cell function,unknown,Term
GAL9,GAL9,gene,Term
integrative brain regions,integrative brain regions,pathways,Term
COMT,COMT,gene,Term
pesticides,pesticides,unknown,Term
classical monocytes,classical monocytes,cell type,Term
cd8 t lymphocytes,cd8 t lymphocytes,cell type,Term
central memory cd8 t cells,central memory cd8 t cells,cell type,Term
total b cells,total b cells,cell type,Term
proliferative exhaustion,proliferative exhaustion,pathways,Term
AB,AB,gene,Term
ERK,ERK,gene,Term
MAPK14,MAPK14,gene,Term
JNK,JNK,gene,Term
human plasmablasts,human plasmablasts,cell type,Term
IKZF1,IKZF1,gene,Term
MCAM,MCAM,gene,Term
demyelinating,demyelinating,disease,Term
lateral sclerosis,lateral sclerosis,disease,Term
amyotrophic lateral sclerosis,amyotrophic lateral sclerosis,pathways,Term
encephalomyelitis,encephalomyelitis,disease,Term
experimental autoimmune encephalomyelitis,experimental autoimmune encephalomyelitis,pathways,Term
spinal cord,spinal cord,cell type,Term
acute spinal cord injury,acute spinal cord injury,pathways,Term
lineage committed progenitors,lineage committed progenitors,cell type,Term
BF1,BF1,gene,Term
PAX5,PAX5,gene,Term
murine colon cancer cells,murine colon cancer cells,cell type,Term
vaccination,vaccination,pathways,Term
Irf7 axis,Irf7 axis,unknown,Term
IDELALISIB,IDELALISIB,gene,Term
PI3K∂,PI3K∂,unknown,Term
T-cell-mediated cytotoxicity,T-cell-mediated cytotoxicity,unknown,Term
granzyme B secretion,granzyme B secretion,unknown,Term
cytokine secretion levels,cytokine secretion levels,unknown,Term
NK cell proliferation,NK cell proliferation,unknown,Term
NK cell cytotoxicity,NK cell cytotoxicity,unknown,Term
PI3K∂ blockade,PI3K∂ blockade,unknown,Term
inhibitory checkpoint molecules,inhibitory checkpoint molecules,unknown,Term
B-cell receptors,B-cell receptors,unknown,Term
multiple receptor tyrosine kinases,multiple receptor tyrosine kinases,unknown,Term
downstream effectors,downstream effectors,unknown,Term
resistance to apoptosis,resistance to apoptosis,unknown,Term
enhanced survival of the leukemic cells,enhanced survival of the leukemic cells,unknown,Term
LUTAMINE,LUTAMINE,gene,Term
extrafollicular pathway,extrafollicular pathway,unknown,Term
glutamine-derived metabolites,glutamine-derived metabolites,unknown,Term
T cell-driven immunosuppressive program,T cell-driven immunosuppressive program,unknown,Term
worse clinical outcomes,worse clinical outcomes,unknown,Term
resistance to immunotherapy,resistance to immunotherapy,unknown,Term
psoriasis,psoriasis,disease,Term
PELI1,PELI1,gene,Term
disease progression,disease progression,pathways,Term
bone pre-metastatic niche,bone pre-metastatic niche,pathways,Term
anticancer immunosurveillance,anticancer immunosurveillance,pathways,Term
mediate anticancer immunity,mediate anticancer immunity,pathways,Term
CG2,CG2,gene,Term
CCL20,CCL20,gene,Term
S100P,S100P,gene,Term
GFR,GFR,gene,Term
CD200,CD200,gene,Term
serial vaccination strategies,serial vaccination strategies,pathways,Term
IL2,IL2,gene,Term
oncogenic cells,oncogenic cells,cell type,Term
bm stromal cells,bm stromal cells,cell type,Term
lymphoma tumor cells,lymphoma tumor cells,cell type,Term
tumor b cells,tumor b cells,cell type,Term
bm niche,bm niche,cell type,Term
bm,bm,cell type,Term
"Here is the output based on the abstract:

(memory b cells","Here is the output based on the abstract:

(memory b cells",unknown,Term
secreted antibody responses,secreted antibody responses,cell type,Term
neutralization potency,neutralization potency,pathways,Term
endemic coronaviruses,endemic coronaviruses,pathways,Term
granulomatosis with polyangiitis,granulomatosis with polyangiitis,disease,Term
necrotising granulomatous inflammation,necrotising granulomatous inflammation,unknown,Term
PR3-ANCA,PR3-ANCA,gene,Term
small vessel vasculitis,small vessel vasculitis,unknown,Term
PRTN3,PRTN3,gene,Term
PR3,PR3,gene,Term
acute cellular rejection,acute cellular rejection,disease,Term
LEA29,LEA29,gene,Term
opportunistic infections,opportunistic infections,disease,Term
PPPP3CA,PPPP3CA,gene,Term
BZMB,BZMB,gene,Term
IMLIFIDASE,IMLIFIDASE,gene,Term
IL6R,IL6R,gene,Term
CEBPD,CEBPD,gene,Term
EBPA,EBPA,gene,Term
EBPE,EBPE,gene,Term
CEBP,CEBP,gene,Term
FLT3,FLT3,gene,Term
mouse hematopoietic progenitor cells,mouse hematopoietic progenitor cells,cell type,Term
EBPD,EBPD,gene,Term
pro,pro,cell type,Term
radiation-induced lymphopenia,radiation-induced lymphopenia,pathways,Term
Epcoritamab,Epcoritamab,unknown,Term
D20,D20,unknown,Term
DuoBody-CD3xCD20,DuoBody-CD3xCD20,unknown,Term
IFNγ,IFNγ,unknown,Term
OX40L,OX40L,unknown,Term
Th1 response,Th1 response,unknown,Term
NK cells,NK cells,unknown,Term
DCs,DCs,unknown,Term
Listeria,Listeria,unknown,Term
OX40,OX40,unknown,Term
ILC3s,ILC3s,unknown,Term
cytotoxic t,cytotoxic t,unknown,Term
CAR-T cells,CAR-T cells,unknown,Term
CAR-γδ T cells,CAR-γδ T cells,unknown,Term
CAR-NK/NK-T cells,CAR-NK/NK-T cells,unknown,Term
CAR-Tregs,CAR-Tregs,unknown,Term
CAR-B cells,CAR-B cells,unknown,Term
innate immune system,innate immune system,unknown,Term
epigenetic mechanisms,epigenetic mechanisms,unknown,Term
NK cell responses,NK cell responses,unknown,Term
