:START_ID,:END_ID,relationship,weight:int,file_count:int,sources,:TYPE
immune cells,endometrial,activate,1,1,['32711226.txt'],INTERACTS
immune cells,SLAMF3,activate,1,1,['38626547.txt'],INTERACTS
immune cells,tissue,activate,1,1,['35844626.txt'],INTERACTS
immune cells,lung nk cells,activate,1,1,['35844626.txt'],INTERACTS
immune cells,transformed cells,inhibit,1,1,['39050852.txt'],INTERACTS
immune cells,stressed cells,inhibit,1,1,['34445750.txt'],INTERACTS
immune cells,cancer-related immune disorder,activate,1,1,['34712741.txt'],INTERACTS
immune cells,patrolling monocytes,activate,1,1,['31767784.txt'],INTERACTS
immune cells,antitumor cytotoxic response,activate,1,1,['32749093.txt'],INTERACTS
immune cells,cell-mediated cytotoxicity,activate,1,1,['32749093.txt'],INTERACTS
immune cells,CAR-NK,activate,1,1,['37371075.txt'],INTERACTS
immune cells,CAR-M,activate,1,1,['37371075.txt'],INTERACTS
immune cells,exhausted nk cells,inhibit,1,1,['38254135.txt'],INTERACTS
immune cells,cancerous cells,inhibit,1,1,['34215336.txt'],INTERACTS
immune cells,cancer stem cells,activate,1,1,['32397392.txt'],INTERACTS
immune cells,effector-target cell interactions,activate,1,1,['34429486.txt'],INTERACTS
immune cells,neutrophils,activate,1,1,['36569272.txt'],INTERACTS
immune cells,tumor cell pyroptosis,activate,1,1,['38987821.txt'],INTERACTS
immune cells,decidual immune cells,activate,1,1,['35504113.txt'],INTERACTS
immune cells,tumor maintenance,activate,1,1,['32397392.txt'],INTERACTS
immune cells,neurotransmitter-mediated pathways,activate,1,1,['32503998.txt'],INTERACTS
immune cells,neurotransmitter receptors,activate,1,1,['32503998.txt'],INTERACTS
immune cells,head and neck cancer,inhibit,1,1,['34681717.txt'],INTERACTS
immune cells,recipient mouse t cells,activate,1,1,['33408344.txt'],INTERACTS
immune cells,cytotoxic cytokine secretion,activate,1,1,['33408344.txt'],INTERACTS
immune cells,lymphoma,activate,1,1,['33275742.txt'],INTERACTS
immune cells,subsequent inadequate antigen presentation,inhibit,1,1,['33275742.txt'],INTERACTS
immune cells,t cell,activate,1,1,['38421710.txt'],INTERACTS
immune cells,NKT,activate,1,1,['38421710.txt'],INTERACTS
immune effector cells,cancer,activate,2,2,"['33277313.txt', '32821751.txt']",INTERACTS
immune effector cells,cd8,activate,1,1,['38018295.txt'],INTERACTS
immune effector cells,lymphoma cells,inhibit,1,1,['33609531.txt'],INTERACTS
immune effector cells,tumor cells,activate,1,1,['38789528.txt'],INTERACTS
immune effector cells,lymphoma,inhibit,1,1,['33609531.txt'],INTERACTS
immune effector cells,immune cell engagers,activate,1,1,['38789528.txt'],INTERACTS
immune effector cells,infected cells,activate,1,1,['38789528.txt'],INTERACTS
immune effector cells,cancer cells,activate,1,1,['33277313.txt'],INTERACTS
immune effector cells,cholangiocarcinoma,inhibit,1,1,['39195212.txt'],INTERACTS
immune effector cells,cca cells,inhibit,1,1,['39195212.txt'],INTERACTS
immune effector cells,malignancies,activate,1,1,['37501154.txt'],INTERACTS
immune effector cells,proliferation malignant cells,inhibit,1,1,['35069604.txt'],INTERACTS
immune effector cells,immunogenic cell death,activate,1,1,['35069604.txt'],INTERACTS
immune effector cells,nk cells,activate,3,3,"['36347021.txt', '33752707.txt', '33584651.txt']",INTERACTS
immune effector cells,t cells,activate,3,3,"['36347021.txt', '33752707.txt', '33584651.txt']",INTERACTS
immune effector cells,solid tumors,inhibit,1,1,['34835294.txt'],INTERACTS
immune effector cells,nk cell,activate,1,1,['33584651.txt'],INTERACTS
immune effector cells,innate immune cells,activate,1,1,['33584651.txt'],INTERACTS
immune effector cells,immune effector cells,activate,1,1,['33584651.txt'],INTERACTS
immune effector cells,IFNG,activate,1,1,['32034289.txt'],INTERACTS
immune effector cells,nk,activate,1,1,['32034289.txt'],INTERACTS
immune effector cells,car,activate,1,1,['32034289.txt'],INTERACTS
immune effector cells,chimeric antigen receptors,activate,1,1,['32034289.txt'],INTERACTS
immune effector cells,TRAV24,activate,1,1,['36347021.txt'],INTERACTS
immune effector cells,cd8 t cells,activate,1,1,['36347021.txt'],INTERACTS
immune effector cells,innate,activate,1,1,['36347021.txt'],INTERACTS
TGFB,immune cells,inhibit,2,2,"['39050852.txt', '33138229.txt']",INTERACTS
TGFB,immune effector cells,inhibit,1,1,['33138229.txt'],INTERACTS
TGFB,nk cells,inhibit,11,10,"['38865244.txt', '34138753.txt', '35611558.txt', '39060439.txt', '33777033.txt', '35589475.txt', '35759796.txt', '39103889.txt', '34580116.txt', '33138229.txt']",INTERACTS
TGFB,nk cell,inhibit,1,1,['33138229.txt'],INTERACTS
TGFB,CD137,inhibit,1,1,['34580116.txt'],INTERACTS
TGFB,human nk cells,inhibit,1,1,['34580116.txt'],INTERACTS
TGFB,GFBR2,activate,1,1,['34138753.txt'],INTERACTS
TGFB,ILC1,activate,2,2,"['35394814.txt', '35611558.txt']",INTERACTS
TGFB,t cells,inhibit,2,2,"['39103889.txt', '36119489.txt']",INTERACTS
TGFB,cancer,inhibit,1,1,['35589475.txt'],INTERACTS
TGFB,natural killer cells,inhibit,3,3,"['36119489.txt', '37093435.txt', '34309966.txt']",INTERACTS
TGFB,immune cell populations,inhibit,1,1,['36119489.txt'],INTERACTS
TGFB,dendritic cells,inhibit,2,2,"['37093435.txt', '39060439.txt']",INTERACTS
TGFB,cancer cells,activate,2,2,"['37093435.txt', '33777033.txt']",INTERACTS
TGFB,tumor progression,activate,1,1,['37093435.txt'],INTERACTS
TGFB,tumor promotion,activate,1,1,['37093435.txt'],INTERACTS
TGFB,cell dysfunction,activate,1,1,['39060439.txt'],INTERACTS
TGFB,cytotoxic nk cells,inhibit,1,1,['39060439.txt'],INTERACTS
TGFB,effector cd8 t cells,inhibit,1,1,['39060439.txt'],INTERACTS
TGFB,tumor cells,activate,1,1,['33777033.txt'],INTERACTS
TGFB,cytotoxic lymphocytes,inhibit,3,2,"['35759796.txt', '33777033.txt']",INTERACTS
TGFB,B21L2,inhibit,1,1,['32045384.txt'],INTERACTS
TGFB,immune evasion,activate,1,1,['39243032.txt'],INTERACTS
TGFB,IL6,activate,1,1,['39243032.txt'],INTERACTS
TGFB,TILC1,activate,1,1,['38865244.txt'],INTERACTS
TGFB,ILC1S,activate,1,1,['38865244.txt'],INTERACTS
TGFB,ITGA1,activate,2,2,"['37702745.txt', '38865244.txt']",INTERACTS
TGFB,ITGB2,activate,1,1,['38865244.txt'],INTERACTS
TGFB,DOT1L,inhibit,1,1,['38865244.txt'],INTERACTS
TGFB,ITGAE,activate,1,1,['37702745.txt'],INTERACTS
TGFB,inkt1 cells,activate,1,1,['37702745.txt'],INTERACTS
TGFB,murine thymic inkt1 cells,activate,1,1,['37702745.txt'],INTERACTS
TGFB,thymic inkt cells,activate,1,1,['37702745.txt'],INTERACTS
TGFB,immune cell activity,inhibit,1,1,['38986609.txt'],INTERACTS
TGFB,nk cell function,inhibit,1,1,['38986609.txt'],INTERACTS
TGFB,anti-hcc activity,inhibit,1,1,['38986609.txt'],INTERACTS
TGFB,nk,inhibit,1,1,['35589475.txt'],INTERACTS
TGFB,t cell,inhibit,1,1,['35589475.txt'],INTERACTS
TGFB,robust anti-cancer activity,inhibit,1,1,['35589475.txt'],INTERACTS
TGFB,WNT,activate,1,1,['33338321.txt'],INTERACTS
TGFB,tregs,activate,1,1,['34309966.txt'],INTERACTS
TGFB,ctls,inhibit,1,1,['34309966.txt'],INTERACTS
TGFB,ctl,inhibit,1,1,['34309966.txt'],INTERACTS
TGFB,lymphocytes,inhibit,1,1,['34309966.txt'],INTERACTS
TGFB,cytotoxic t-,inhibit,1,1,['34309966.txt'],INTERACTS
TGFB,t-,inhibit,1,1,['34309966.txt'],INTERACTS
TGFB,tme,activate,1,1,['34309966.txt'],INTERACTS
TGFB,GZMA,activate,1,1,['35394814.txt'],INTERACTS
TGFB,inflammation,inhibit,2,1,['35759796.txt'],INTERACTS
TGFB,IL15,inhibit,2,2,"['35759796.txt', '36066491.txt']",INTERACTS
TGFB,SMAD3,activate,1,1,['38878186.txt'],INTERACTS
TGFB,CSF2,inhibit,1,1,['38878186.txt'],INTERACTS
TGFB,KG2D,inhibit,1,1,['32307580.txt'],INTERACTS
TGFB,SMAD2,activate,1,1,['32307580.txt'],INTERACTS
TGFB,FCER1G,inhibit,1,1,['36066491.txt'],INTERACTS
TGFB,FCGR3A,inhibit,1,1,['36066491.txt'],INTERACTS
TGFB,IL2,inhibit,1,1,['36066491.txt'],INTERACTS
TGFB,IL12,inhibit,1,1,['36066491.txt'],INTERACTS
TGFB,diminished cell proliferation,activate,1,1,['36066491.txt'],INTERACTS
TGFB,natural killer cell,inhibit,1,1,['39050852.txt'],INTERACTS
TGFB,macrophages,inhibit,1,1,['39050852.txt'],INTERACTS
TGFB,immunogenic cancer cell death,inhibit,1,1,['39050852.txt'],INTERACTS
TGFB,NKG2DLS,inhibit,1,1,['34253166.txt'],INTERACTS
TGFB,pd-l1,activate,1,1,['34253166.txt'],INTERACTS
TGFB,pd-l2,activate,1,1,['34253166.txt'],INTERACTS
nk cell,cancer,activate,18,18,"['34079616.txt', '37090711.txt', '32147798.txt', '38426615.txt', '38070841.txt', '32532927.txt', '33407739.txt', '39199421.txt', '34607345.txt', '31907401.txt', '38684070.txt', '34203549.txt', '38459782.txt', '36231109.txt', '33122640.txt', '32272610.txt', '33840389.txt', '38379924.txt']",INTERACTS
nk cell,nk cells,activate,14,14,"['34079616.txt', '35919498.txt', '35185932.txt', '33568351.txt', '31810126.txt', '35727627.txt', '39199421.txt', '37729919.txt', '34253920.txt', '32987138.txt', '32762681.txt', '34374809.txt', '33138229.txt', '32193710.txt']",INTERACTS
nk cell,immune cells,activate,7,7,"['37452117.txt', '38379924.txt', '34793974.txt', '33067317.txt', '32153582.txt', '35844626.txt', '32987138.txt']",INTERACTS
nk cell,immune response,activate,1,1,['37452117.txt'],INTERACTS
nk cell,anti-tumour activity,activate,3,3,"['33300671.txt', '37452117.txt', '38505495.txt']",INTERACTS
nk cell,transformed,activate,1,1,['33868289.txt'],INTERACTS
nk cell,virally infected cells,activate,1,1,['33868289.txt'],INTERACTS
nk cell,target cells,inhibit,1,1,['32150175.txt'],INTERACTS
nk cell,t cells,inhibit,1,1,['38748775.txt'],INTERACTS
nk cell,melanoma cells,inhibit,1,1,['36733396.txt'],INTERACTS
nk cell,metastatic tumors,inhibit,1,1,['36733396.txt'],INTERACTS
nk cell,b16 melanoma cells,inhibit,1,1,['36733396.txt'],INTERACTS
nk cell,cancer cells,activate,10,10,"['32991746.txt', '33101277.txt', '32466293.txt', '33888870.txt', '35447071.txt', '35740500.txt', '32488848.txt', '36231109.txt', '38817602.txt', '32153582.txt']",INTERACTS
nk cell,metastatic cancer cells,inhibit,1,1,['36733396.txt'],INTERACTS
nk cell,t cell,activate,2,2,"['36733396.txt', '34330751.txt']",INTERACTS
nk cell,PFP,activate,2,2,"['32826343.txt', '33802954.txt']",INTERACTS
nk cell,tumors,activate,1,1,['38956378.txt'],INTERACTS
nk cell,adaptive immune responses,activate,1,1,['33802954.txt'],INTERACTS
nk cell,HLA,activate,1,1,['34203549.txt'],INTERACTS
nk cell,HLA-CLASSI,activate,1,1,['34203549.txt'],INTERACTS
nk cell,IL2,activate,1,1,['33897711.txt'],INTERACTS
nk cell,IL15,activate,1,1,['33897711.txt'],INTERACTS
nk cell,IL15RA,activate,1,1,['33897711.txt'],INTERACTS
nk cell,leukemia,activate,1,1,['32229065.txt'],INTERACTS
nk cell,potent antitumor activity,activate,1,1,['34777383.txt'],INTERACTS
nk cell,adoptive cell therapies,activate,1,1,['34777383.txt'],INTERACTS
nk cell,future adoptive cell therapies,activate,1,1,['34777383.txt'],INTERACTS
nk cell,malignancies,activate,1,1,['33391277.txt'],INTERACTS
nk cell,transformed cells,activate,3,3,"['33391277.txt', '38248313.txt', '32300348.txt']",INTERACTS
nk cell,tumor cells,inhibit,9,9,"['32592353.txt', '33561014.txt', '34295678.txt', '32342128.txt', '36428748.txt', '33777033.txt', '34071188.txt', '34069127.txt', '38022534.txt']",INTERACTS
nk cell,enhanced anti-tumor activity,activate,1,1,['33391277.txt'],INTERACTS
nk cell,protective immune responses,activate,1,1,['37729919.txt'],INTERACTS
nk cell,killing target cells,activate,1,1,['32762681.txt'],INTERACTS
nk cell,active,activate,1,1,['38908292.txt'],INTERACTS
nk cell,inactive nk cells,inhibit,1,1,['38908292.txt'],INTERACTS
nk cell,cancerous cells,inhibit,2,2,"['32934330.txt', '38941897.txt']",INTERACTS
nk cell,leukaemia,inhibit,1,1,['32934330.txt'],INTERACTS
nk cell,tumor immunosurveillance,activate,1,1,['33067317.txt'],INTERACTS
nk cell,KBR3,activate,1,1,['34203549.txt'],INTERACTS
nk cell,ERBB2,activate,1,1,['34203549.txt'],INTERACTS
nk cell,KIR,activate,2,2,"['34203549.txt', '32300348.txt']",INTERACTS
nk cell,matched,activate,1,1,['34203549.txt'],INTERACTS
nk cell,patient,activate,1,1,['34203549.txt'],INTERACTS
nk cell,CD56,activate,1,1,['38956379.txt'],INTERACTS
nk cell,gene-regulatory networks,activate,1,1,['38956379.txt'],INTERACTS
nk cell,adaptive-like responses,activate,1,1,['38956379.txt'],INTERACTS
nk cell,THEMIS2,inhibit,1,1,['38619282.txt'],INTERACTS
nk cell,tumor,activate,4,4,"['33468562.txt', '32147798.txt', '33122640.txt', '35727627.txt']",INTERACTS
nk cell,tumour cells,activate,1,1,['34594338.txt'],INTERACTS
nk cell,colorectal cancer,activate,1,1,['36685584.txt'],INTERACTS
nk cell,BIRC5,inhibit,1,1,['32592353.txt'],INTERACTS
nk cell,increased antitumor potential,activate,1,1,['32592353.txt'],INTERACTS
nk cell,liver fibrosis,inhibit,1,1,['33692781.txt'],INTERACTS
nk cell,liver carcinoma,inhibit,1,1,['33692781.txt'],INTERACTS
nk cell,IFNG,activate,6,6,"['33692781.txt', '34607345.txt', '38674146.txt', '38581345.txt', '32266175.txt', '38474166.txt']",INTERACTS
nk cell,LAMP1,activate,1,1,['33692781.txt'],INTERACTS
nk cell,efficient antibody dependent cell cytotoxicity,activate,1,1,['36434591.txt'],INTERACTS
nk cell,nsclc cells,inhibit,1,1,['33909909.txt'],INTERACTS
nk cell,lymphoma,activate,1,1,['31856277.txt'],INTERACTS
nk cell,adcc,activate,1,1,['31856277.txt'],INTERACTS
nk cell,infected,activate,1,1,['32300348.txt'],INTERACTS
nk cell,KLRG1,activate,1,1,['32300348.txt'],INTERACTS
nk cell,innate lymphocytes,activate,1,1,['32300348.txt'],INTERACTS
nk cell,dysfunctional,inhibit,1,1,['32150175.txt'],INTERACTS
nk cell,stressed cells,inhibit,1,1,['32150175.txt'],INTERACTS
nk cell,malignant,inhibit,1,1,['32150175.txt'],INTERACTS
nk cell,improved tumor growth delay,activate,1,1,['34793974.txt'],INTERACTS
nk cell,solid tumors,inhibit,1,1,['33186888.txt'],INTERACTS
nk cell,solid cancer cells,activate,1,1,['32229065.txt'],INTERACTS
nk cell,leukemic cells,activate,1,1,['32229065.txt'],INTERACTS
nk cell,nonmalignant cells,inhibit,1,1,['38459782.txt'],INTERACTS
nk cell,ERK,activate,1,1,['38170019.txt'],INTERACTS
nk cell,NFKB,activate,1,1,['38170019.txt'],INTERACTS
nk cell,GSK3B,activate,1,1,['38170019.txt'],INTERACTS
nk cell,increased phosphorylation,activate,1,1,['38170019.txt'],INTERACTS
nk cell,cytokines production,activate,1,1,['38170019.txt'],INTERACTS
nk cell,CTCS,inhibit,1,1,['32987138.txt'],INTERACTS
nk cell,circulating tumor cells,inhibit,1,1,['32987138.txt'],INTERACTS
nk cell,inadequate infiltration,inhibit,1,1,['33463353.txt'],INTERACTS
nk cell,immunocyte infiltration,activate,1,1,['38951569.txt'],INTERACTS
nk cell,inflammatory reaction,activate,1,1,['38951569.txt'],INTERACTS
nk cell,immune checkpoint inhibitors (ICIs) response,activate,1,1,['38951569.txt'],INTERACTS
nk cell,prognosis,activate,1,1,['38951569.txt'],INTERACTS
nk cell,TBX21,activate,1,1,['38581345.txt'],INTERACTS
nk cell,NKG2D,activate,2,2,"['38581345.txt', '33290276.txt']",INTERACTS
nk cell,delayed tumor growth,inhibit,1,1,['38581345.txt'],INTERACTS
nk cell,tumor growth,inhibit,2,2,"['37304055.txt', '35447071.txt']",INTERACTS
nk cell,cancer treatment,activate,3,3,"['35768424.txt', '33933160.txt', '39199421.txt']",INTERACTS
nk cell,cytokine release syndrome,inhibit,1,1,['33933160.txt'],INTERACTS
nk cell,CAR-NK,activate,1,1,['39199421.txt'],INTERACTS
nk cell,car,activate,1,1,['39199421.txt'],INTERACTS
nk cell,infected cells,activate,2,2,"['32219494.txt', '35844626.txt']",INTERACTS
nk cell,mature,activate,1,1,['32219494.txt'],INTERACTS
nk cell,stress-associated activating signals,activate,1,1,['32219494.txt'],INTERACTS
nk cell,bladder cancer,inhibit,1,1,['38548803.txt'],INTERACTS
nk cell,bccs,inhibit,1,1,['38548803.txt'],INTERACTS
nk cell,bladder cancer cells,inhibit,1,1,['38548803.txt'],INTERACTS
nk cell,pulmonary ischemia-reperfusion injury,inhibit,1,1,['33290276.txt'],INTERACTS
nk cell,epithelial cells,activate,1,1,['33290276.txt'],INTERACTS
nk cell,injured cells,activate,1,1,['33290276.txt'],INTERACTS
nk cell,virus,activate,1,1,['34386069.txt'],INTERACTS
nk cell,carcinoma,inhibit,1,1,['39114666.txt'],INTERACTS
nk cell,abnormal cells,activate,1,1,['33407739.txt'],INTERACTS
nk cell,cytokine production,activate,2,2,"['34607345.txt', '38474166.txt']",INTERACTS
nk cell,oxidative phosphorylation,activate,1,1,['34607345.txt'],INTERACTS
nk cell,cancer cell,activate,1,1,['32153582.txt'],INTERACTS
nk cell,oac cells,inhibit,1,1,['35364779.txt'],INTERACTS
nk cell,B7-H6,activate,1,1,['35364779.txt'],INTERACTS
nk cell,MICA,activate,1,1,['35364779.txt'],INTERACTS
nk cell,ULBP3,activate,1,1,['35364779.txt'],INTERACTS
nk cell,pvrl-1,activate,1,1,['35364779.txt'],INTERACTS
nk cell,pvrl-4,activate,1,1,['35364779.txt'],INTERACTS
nk cell,immunopathology,activate,1,1,['32655581.txt'],INTERACTS
nk cell,inflammation,inhibit,1,1,['37801255.txt'],INTERACTS
nk cell,lung injury,activate,1,1,['32655581.txt'],INTERACTS
nk cell,acute respiratory distress syndrome,activate,1,1,['32655581.txt'],INTERACTS
nk cell,viral clearance,activate,1,1,['32655581.txt'],INTERACTS
nk cell,malignant cells,inhibit,3,3,"['33808051.txt', '38657602.txt', '32697853.txt']",INTERACTS
nk cell,GZMB,activate,2,2,"['33300671.txt', '38505495.txt']",INTERACTS
nk cell,lytic granules,activate,1,1,['32086255.txt'],INTERACTS
nk cell,FCGR3A,inhibit,1,1,['38918496.txt'],INTERACTS
nk cell,IL6,activate,1,1,['38748775.txt'],INTERACTS
nk cell,mdscs,activate,1,1,['38748775.txt'],INTERACTS
nk cell,neutrophils,activate,1,1,['38748775.txt'],INTERACTS
nk cell,monocytes,activate,1,1,['38748775.txt'],INTERACTS
nk cell,impaired antigen presentation,activate,1,1,['38748775.txt'],INTERACTS
nk cell,chronic myeloid leukemia,inhibit,1,1,['34433624.txt'],INTERACTS
nk cell,adaptive immune behavior,activate,1,1,['32423924.txt'],INTERACTS
nk cell,ppcs,inhibit,1,1,['38943978.txt'],INTERACTS
nk cell,heightened inflammation,activate,1,1,['32066947.txt'],INTERACTS
nk cell,cancer stem cells,inhibit,1,1,['32749091.txt'],INTERACTS
nk cell,tumour cell targets,activate,1,1,['31879979.txt'],INTERACTS
nk cell,engagers,activate,1,1,['37928543.txt'],INTERACTS
nk cell,car nk cells,activate,1,1,['37928543.txt'],INTERACTS
nk cell,poorly differentiated tumors,inhibit,1,1,['32749091.txt'],INTERACTS
nk cell,stem-like tumors,inhibit,1,1,['32749091.txt'],INTERACTS
nk cell,breast cancer,activate,1,1,['34343168.txt'],INTERACTS
nk cell,solid,activate,1,1,['33122640.txt'],INTERACTS
nk cell,hematologic,activate,1,1,['33122640.txt'],INTERACTS
nk cell,viral infections,activate,1,1,['37749597.txt'],INTERACTS
nk cell,EXOSOME,activate,1,1,['37749597.txt'],INTERACTS
nk cell,educated nk cells,activate,1,1,['33101277.txt'],INTERACTS
nk cell,cytotoxic granules,activate,1,1,['33468562.txt'],INTERACTS
nk cell,death receptor,activate,1,1,['33761782.txt'],INTERACTS
nk cell,lymphocyte infiltration,activate,1,1,['33139907.txt'],INTERACTS
nk cell,damaged cells,activate,1,1,['34374809.txt'],INTERACTS
nk cell,nk,activate,2,2,"['34374809.txt', '36685584.txt']",INTERACTS
nk cell,peripheral nk cells,activate,1,1,['38674146.txt'],INTERACTS
nk cell,intra-tumoral polarization,activate,1,1,['34218295.txt'],INTERACTS
nk cell,extracellular vesicles,activate,1,1,['32697853.txt'],INTERACTS
nk cell,car mlnk,activate,1,1,['37207215.txt'],INTERACTS
nk cell,CD94,activate,1,1,['37207215.txt'],INTERACTS
nk cell,NCR3,inhibit,1,1,['37207215.txt'],INTERACTS
nk cell,KIR2DL1,inhibit,1,1,['37207215.txt'],INTERACTS
nk cell,NKG2C,activate,1,1,['32826343.txt'],INTERACTS
nk cell,KSP37,activate,1,1,['32826343.txt'],INTERACTS
nk cell,adaptive nk cells,activate,1,1,['32826343.txt'],INTERACTS
nk cell,innate effector lymphocytes,activate,1,1,['32826343.txt'],INTERACTS
nk cell,severe disease,activate,1,1,['32826343.txt'],INTERACTS
nk cell,antitumor immunity,activate,1,1,['34747156.txt'],INTERACTS
nk cell,pancreatic cancer,activate,1,1,['34386069.txt'],INTERACTS
nk cell,effector cells,activate,1,1,['34079616.txt'],INTERACTS
nk cell,solid tumor cells,activate,1,1,['32488848.txt'],INTERACTS
nk cell,small-cell lung cancer,inhibit,1,1,['34905179.txt'],INTERACTS
nk cell,nsclc,inhibit,1,1,['34905179.txt'],INTERACTS
nk cell,vasculitis,activate,1,1,['33840389.txt'],INTERACTS
nk cell,autoimmune,activate,1,1,['33840389.txt'],INTERACTS
nk cell,ZHX2,inhibit,1,1,['34279541.txt'],INTERACTS
nk cell,altered,activate,1,1,['38248313.txt'],INTERACTS
nk cell,melanoma,inhibit,1,1,['33857289.txt'],INTERACTS
nk cell,crpc cells,inhibit,1,1,['32449811.txt'],INTERACTS
nk cell,immune effector cells,activate,1,1,['33584651.txt'],INTERACTS
nk cell,adaptive t cells,activate,1,1,['32714324.txt'],INTERACTS
nk cell,MTND1,activate,1,1,['34508086.txt'],INTERACTS
nk cell,AMINO,activate,1,1,['34508086.txt'],INTERACTS
nk cell,anti-tumor effector functions,activate,1,1,['36656341.txt'],INTERACTS
nk cell,primary,activate,1,1,['36685584.txt'],INTERACTS
nk cell,innate immune cells,activate,1,1,['38426615.txt'],INTERACTS
nk cell,gscs,inhibit,1,1,['38740554.txt'],INTERACTS
nk cell,glioblastoma stem cells,inhibit,1,1,['38740554.txt'],INTERACTS
nk cell,cytokine secretion,activate,1,1,['34077737.txt'],INTERACTS
nk cell,clonal expansion,activate,1,1,['34077737.txt'],INTERACTS
nk cell,pancreatic cancer cells,inhibit,1,1,['37304055.txt'],INTERACTS
nk cell,t cell lymphomas,inhibit,1,1,['34330751.txt'],INTERACTS
nk cell,infection,inhibit,1,1,['35994137.txt'],INTERACTS
nk cell,cytomegalovirus,inhibit,1,1,['35994137.txt'],INTERACTS
nk cell,adoptively transferred,activate,1,1,['35768424.txt'],INTERACTS
nk cell,transferred,activate,1,1,['35768424.txt'],INTERACTS
nk cell,S1P,activate,1,1,['35768424.txt'],INTERACTS
nk cell,NK,activate,1,1,['37090711.txt'],INTERACTS
nk cell,cell,activate,1,1,['37090711.txt'],INTERACTS
nk cell,serial killing activity,activate,1,1,['38474166.txt'],INTERACTS
nk cell,PRF1,activate,1,1,['36055376.txt'],INTERACTS
nk cell,pathogen-infected cells,inhibit,1,1,['36055376.txt'],INTERACTS
nk cell,enhanced anti-tumor function,activate,1,1,['38711506.txt'],INTERACTS
nk cell,better anti-tumor activity,activate,1,1,['38711506.txt'],INTERACTS
nk cell,memory-like properties,activate,1,1,['38711506.txt'],INTERACTS
nk cell,memory-like induction,activate,1,1,['38711506.txt'],INTERACTS
nk cell,TNFA,activate,1,1,['38335270.txt'],INTERACTS
nk cell,impaired skin barrier function,activate,1,1,['38335270.txt'],INTERACTS
nk cell,asthma,activate,1,1,['38335270.txt'],INTERACTS
nk cell,food allergy,activate,1,1,['38335270.txt'],INTERACTS
nk cell,allergic rhinitis,activate,1,1,['38335270.txt'],INTERACTS
nk cell,tumor immune surveillance,activate,1,1,['32147798.txt'],INTERACTS
nk cell,treg cells,inhibit,1,1,['36970070.txt'],INTERACTS
nk cell,acute myeloid leukemia,inhibit,1,1,['38693419.txt'],INTERACTS
nk cell,keratinocyte differentiation,activate,1,1,['37801255.txt'],INTERACTS
nk cell,psoriasis,inhibit,1,1,['37801255.txt'],INTERACTS
nk cell,therapeutic,activate,1,1,['34220833.txt'],INTERACTS
nk cell,umbilical cord blood nk cells,activate,1,1,['34220833.txt'],INTERACTS
nk cell,cscs,inhibit,1,1,['39103915.txt'],INTERACTS
nk cell,human esophageal cscs,inhibit,1,1,['39103915.txt'],INTERACTS
nk cell,cell-mediated cytotoxicity,activate,1,1,['39103915.txt'],INTERACTS
nk cell,tumor progression,inhibit,1,1,['33449132.txt'],INTERACTS
nk cell,neurotransmitter-mediated pathways,activate,1,1,['32503998.txt'],INTERACTS
nk cell,neurotransmitter receptors,activate,1,1,['32503998.txt'],INTERACTS
nk cell,HLA-E,inhibit,1,1,['34253920.txt'],INTERACTS
nk cell,human tumor cells,inhibit,1,1,['34253920.txt'],INTERACTS
nk cell,cytotoxic lymphocytes,activate,1,1,['32140153.txt'],INTERACTS
IL2,nk cells,activate,31,27,"['33480074.txt', '35349491.txt', '33897711.txt', '34539622.txt', '38711506.txt', '36446137.txt', '33904681.txt', '34797911.txt', '34935484.txt', '32027874.txt', '33733587.txt', '33808051.txt', '32345623.txt', '33339133.txt', '38639407.txt', '38207119.txt', '36656341.txt', '34203549.txt', '32218162.txt', '32937636.txt', '36521300.txt', '37923822.txt', '37586327.txt', '32751977.txt', '34580116.txt', '33138229.txt', '32193710.txt']",INTERACTS
IL2,nk cell,activate,16,15,"['33480074.txt', '34858395.txt', '35758909.txt', '33897711.txt', '35349491.txt', '32937636.txt', '38711506.txt', '33808051.txt', '33904681.txt', '34797911.txt', '36970070.txt', '36656341.txt', '34203549.txt', '33138229.txt', '32193710.txt']",INTERACTS
IL2,immune cells,activate,5,5,"['34324441.txt', '37923822.txt', '33290779.txt', '32523115.txt', '33138229.txt']",INTERACTS
IL2,immune effector cells,activate,2,2,"['37205604.txt', '33138229.txt']",INTERACTS
IL2,neuroblastoma,inhibit,1,1,['36230485.txt'],INTERACTS
IL2,NK RECEPTORS,inhibit,1,1,['36230485.txt'],INTERACTS
IL2,tumor,inhibit,2,2,"['33290779.txt', '36230485.txt']",INTERACTS
IL2,ΑΒT,inhibit,1,1,['36230485.txt'],INTERACTS
IL2,CD56,activate,2,2,"['32349280.txt', '32193710.txt']",INTERACTS
IL2,IL15,inhibit,1,1,['34797911.txt'],INTERACTS
IL2,IL15RA,activate,1,1,['33897711.txt'],INTERACTS
IL2,cancer,inhibit,3,3,"['33290779.txt', '38563906.txt', '33037893.txt']",INTERACTS
IL2,breast cancer cells,inhibit,1,1,['33290779.txt'],INTERACTS
IL2,4t1 breast cancer cells,inhibit,1,1,['33290779.txt'],INTERACTS
IL2,cytotoxic t lymphocytes,activate,1,1,['33290779.txt'],INTERACTS
IL2,tumor infiltrated lymphocytes,activate,1,1,['33290779.txt'],INTERACTS
