:START_ID,:END_ID,relationship,weight:int,file_count:int,sources,:TYPE
treg cells,melanoma,activate,1,1,['34751648.txt'],INTERACTS
treg cells,inflammation,inhibit,1,1,['35860233.txt'],INTERACTS
treg cells,intestinal treg cells,activate,1,1,['35860233.txt'],INTERACTS
treg cells,immune tolerance-mediated mucosal homeostasis,activate,1,1,['35860233.txt'],INTERACTS
treg cells,intestinal barrier function,activate,1,1,['35860233.txt'],INTERACTS
treg cells,gut immune tolerance,activate,1,1,['35860233.txt'],INTERACTS
treg cells,immune repression,activate,1,1,['35860233.txt'],INTERACTS
treg cells,leukemia cell,inhibit,1,1,['38555820.txt'],INTERACTS
treg cells,leukemia cells,inhibit,1,1,['38555820.txt'],INTERACTS
treg cells,blast cells,inhibit,1,1,['38555820.txt'],INTERACTS
treg cells,t cells,inhibit,5,5,"['37837615.txt', '38429367.txt', '38843541.txt', '38995175.txt', '38555820.txt']",INTERACTS
treg cells,t cell population,inhibit,1,1,['38555820.txt'],INTERACTS
treg cells,self-tolerance,inhibit,1,1,['35879813.txt'],INTERACTS
treg cells,cancer,activate,1,1,['36569832.txt'],INTERACTS
treg cells,effector t cells,inhibit,3,3,"['37837615.txt', '35008005.txt', '36427906.txt']",INTERACTS
treg cells,epithelial regeneration,activate,1,1,['38749394.txt'],INTERACTS
treg cells,inflammatory immune response,inhibit,1,1,['38756099.txt'],INTERACTS
treg cells,effective antitumor immunity,inhibit,3,3,"['35879813.txt', '36941472.txt', '36458459.txt']",INTERACTS
treg cells,t lymphocytes,inhibit,1,1,['35106759.txt'],INTERACTS
treg cells,tumor progression,activate,2,2,"['35106759.txt', '38836509.txt']",INTERACTS
treg cells,immune tolerance,activate,1,1,['36427906.txt'],INTERACTS
treg cells,tme,activate,2,2,"['37837615.txt', '38852289.txt']",INTERACTS
treg cells,t cell activation,inhibit,1,1,['38852289.txt'],INTERACTS
treg cells,autoimmune diseases,activate,1,1,['35879813.txt'],INTERACTS
treg cells,teff cells,inhibit,1,1,['38843541.txt'],INTERACTS
treg cells,antitumor immunity,inhibit,1,1,['35732125.txt'],INTERACTS
treg cells,tumor growth,activate,1,1,['38935134.txt'],INTERACTS
treg cells,CTLA4,activate,1,1,['36529525.txt'],INTERACTS
treg cells,TNFA,inhibit,1,1,['39164349.txt'],INTERACTS
treg cells,IFNA,inhibit,1,1,['39164349.txt'],INTERACTS
treg cells,tumor immunity,inhibit,1,1,['38953561.txt'],INTERACTS
treg cells,immunological self-tolerance,activate,1,1,['38953561.txt'],INTERACTS
treg cells,dc,inhibit,1,1,['38953561.txt'],INTERACTS
treg cells,anti-tumor immune responses,inhibit,1,1,['36739406.txt'],INTERACTS
treg cells,PRF1,inhibit,1,1,['38995175.txt'],INTERACTS
treg cells,ICOS,inhibit,1,1,['38995175.txt'],INTERACTS
treg cells,EOMES,inhibit,1,1,['38995175.txt'],INTERACTS
treg cells,immune response,inhibit,2,2,"['39162936.txt', '36865314.txt']",INTERACTS
treg cells,th17 cells,inhibit,1,1,['37317655.txt'],INTERACTS
treg cells,intestinal th17 cells,inhibit,1,1,['37317655.txt'],INTERACTS
treg cells,immunosuppressive cells,activate,2,2,"['37837615.txt', '35069604.txt']",INTERACTS
treg cells,immune effector cells,inhibit,1,1,['35069604.txt'],INTERACTS
treg cells,neutrophils,activate,1,1,['36233176.txt'],INTERACTS
treg cells,immune cells,inhibit,1,1,['37837615.txt'],INTERACTS
treg cells,treg cell populations,activate,1,1,['37837615.txt'],INTERACTS
treg cells,treg cells,activate,1,1,['37837615.txt'],INTERACTS
treg cells,t cell,inhibit,1,1,['35514961.txt'],INTERACTS
treg cells,intestinal Th17 responses,inhibit,1,1,['36865314.txt'],INTERACTS
treg cells,intestinal inflammation,inhibit,1,1,['36865314.txt'],INTERACTS
treg cells,colitis-associated cancer,inhibit,1,1,['36865314.txt'],INTERACTS
treg cells,enteric bacterial infection,inhibit,1,1,['36865314.txt'],INTERACTS
treg cells,tumour cells,activate,1,1,['36569832.txt'],INTERACTS
treg cells,memory treg cells,activate,1,1,['35626725.txt'],INTERACTS
treg cells,generalized immunosuppression,inhibit,1,1,['35626725.txt'],INTERACTS
treg cells,macrophages,activate,1,1,['36233176.txt'],INTERACTS
treg cells,keratinocytes,activate,1,1,['36233176.txt'],INTERACTS
treg cells,resident,activate,1,1,['38668758.txt'],INTERACTS
treg cells,structural cells,activate,1,1,['38668758.txt'],INTERACTS
treg cells,parenchymal,activate,1,1,['38668758.txt'],INTERACTS
treg cells,non-immune cells,activate,1,1,['38668758.txt'],INTERACTS
treg cells,macrophage,activate,1,1,['38935134.txt'],INTERACTS
treg cells,IGM,inhibit,1,1,['35670812.txt'],INTERACTS
treg cells,mature b cells,inhibit,1,1,['35670812.txt'],INTERACTS
treg cells,nk cell,inhibit,1,1,['36970070.txt'],INTERACTS
treg cells,nk cells,inhibit,1,1,['36970070.txt'],INTERACTS
fcγriib blocking,treg depletion,activate,1,1,['38147316.txt'],INTERACTS
fcγriib blocking,antitumor activity,activate,1,1,['38147316.txt'],INTERACTS
fc engineering,treg depletion,activate,1,1,['38147316.txt'],INTERACTS
fc engineering,antitumor activity,activate,1,1,['38147316.txt'],INTERACTS
B7H3,tumors,inhibit,1,1,['38717140.txt'],INTERACTS
B7H3,monocytes,inhibit,1,1,['38717140.txt'],INTERACTS
B7H3,myeloid cells,inhibit,1,1,['38717140.txt'],INTERACTS
B7H3,cytokine release syndrome,inhibit,1,1,['38717140.txt'],INTERACTS
B7H3,myeloid-derived suppressor cells,inhibit,1,1,['38717140.txt'],INTERACTS
B7H3,t cells,activate,1,1,['36396552.txt'],INTERACTS
B7H3,CD3,inhibit,1,1,['38959399.txt'],INTERACTS
B7H3,cd8,inhibit,1,1,['35189139.txt'],INTERACTS
monocytes,cytokine release syndrome,activate,1,1,['38717140.txt'],INTERACTS
monocytes,CD14,activate,1,1,['38509863.txt'],INTERACTS
monocytes,t cells,activate,2,2,"['37174085.txt', '36835271.txt']",INTERACTS
monocytes,t cell,inhibit,1,1,['39231778.txt'],INTERACTS
monocytes,anti-tumor ability,inhibit,1,1,['39231778.txt'],INTERACTS
monocytes,dcs,activate,4,4,"['38191799.txt', '37089435.txt', '36327542.txt', '37990034.txt']",INTERACTS
monocytes,cancer,activate,1,1,['36460769.txt'],INTERACTS
monocytes,CD4,inhibit,1,1,['38489234.txt'],INTERACTS
monocytes,CD8,inhibit,1,1,['38641734.txt'],INTERACTS
monocytes,CL1A,activate,1,1,['36460769.txt'],INTERACTS
monocytes,cancer risk,activate,1,1,['36460769.txt'],INTERACTS
monocytes,CCRS,activate,1,1,['36946983.txt'],INTERACTS
monocytes,migratory monocytes,activate,1,1,['36946983.txt'],INTERACTS
monocytes,atherosclerosis,activate,1,1,['38157682.txt'],INTERACTS
monocytes,LIPG,activate,1,1,['38157682.txt'],INTERACTS
monocytes,leukocyte,activate,1,1,['38157682.txt'],INTERACTS
monocytes,macrophages,activate,3,3,"['38157682.txt', '38191799.txt', '34899748.txt']",INTERACTS
monocytes,foam cells,activate,1,1,['38157682.txt'],INTERACTS
monocytes,blood cells,activate,1,1,['38157682.txt'],INTERACTS
monocytes,t lymphocytes,activate,1,1,['38157682.txt'],INTERACTS
monocytes,macrophage,activate,1,1,['34899748.txt'],INTERACTS
monocytes,cancer treatment,activate,1,1,['34914073.txt'],INTERACTS
monocytes,IL17A,inhibit,1,1,['37873143.txt'],INTERACTS
monocytes,cell migration,activate,1,1,['35988884.txt'],INTERACTS
monocytes,cell adhesion,activate,1,1,['35988884.txt'],INTERACTS
monocytes,car t cells,inhibit,1,1,['38574299.txt'],INTERACTS
monocytes,disease progression,activate,1,1,['38574299.txt'],INTERACTS
monocytes,antitumor immunity,activate,1,1,['39023581.txt'],INTERACTS
monocytes,anti-tumor immunity,activate,1,1,['37056782.txt'],INTERACTS
monocytes,ENPP1,activate,1,1,['38641734.txt'],INTERACTS
monocytes,infiltrating,activate,1,1,['34836966.txt'],INTERACTS
monocytes,immune cells,inhibit,1,1,['38972147.txt'],INTERACTS
monocytes,type 1 dendritic cells,activate,1,1,['34836966.txt'],INTERACTS
monocytes,impaired antigen presentation,activate,1,1,['38748775.txt'],INTERACTS
monocytes,myeloid cells,activate,1,1,['38087370.txt'],INTERACTS
monocytes,SLC11A1,activate,1,1,['38762191.txt'],INTERACTS
monocytes,tumor,activate,1,1,['38762191.txt'],INTERACTS
monocytes,immune,activate,1,1,['38762191.txt'],INTERACTS
monocytes,carcinoma,activate,1,1,['38762191.txt'],INTERACTS
monocytes,cell,activate,1,1,['38762191.txt'],INTERACTS
monocytes,renal,activate,1,1,['38762191.txt'],INTERACTS
monocytes,kidney,activate,1,1,['38762191.txt'],INTERACTS
monocytes,peripheral blood mononuclear cells,inhibit,1,1,['36835271.txt'],INTERACTS
monocytes,llT1,inhibit,1,1,['36835271.txt'],INTERACTS
monocytes,cs1,inhibit,1,1,['36835271.txt'],INTERACTS
monocytes,nkp30,inhibit,1,1,['36835271.txt'],INTERACTS
monocytes,NCR1,inhibit,1,1,['36835271.txt'],INTERACTS
monocytes,2B4,inhibit,1,1,['36835271.txt'],INTERACTS
monocytes,SLAMF4,inhibit,1,1,['36835271.txt'],INTERACTS
monocytes,SLAMF7,inhibit,1,1,['36835271.txt'],INTERACTS
monocytes,CLEC2D,inhibit,1,1,['36835271.txt'],INTERACTS
monocytes,nk cells,inhibit,1,1,['36835271.txt'],INTERACTS
monocytes,monocytes,inhibit,1,1,['36835271.txt'],INTERACTS
monocytes,CXCL10,activate,1,1,['35697804.txt'],INTERACTS
monocytes,targeted combination therapy,inhibit,1,1,['38489234.txt'],INTERACTS
monocytes,monocyte activation,activate,1,1,['36630466.txt'],INTERACTS
monocytes,tumor antigens,activate,1,1,['34914073.txt'],INTERACTS
monocytes,immune cell subsets,activate,1,1,['38562926.txt'],INTERACTS
monocytes,granulocytes,inhibit,1,1,['38972147.txt'],INTERACTS
monocytes,lymphocytes,inhibit,1,1,['38972147.txt'],INTERACTS
monocytes,infiltrating immune cells,inhibit,1,1,['38972147.txt'],INTERACTS
monocytes,pro-inflammatory cytokines,activate,1,1,['35269507.txt'],INTERACTS
monocytes,massive tumor cell death,activate,1,1,['38885133.txt'],INTERACTS
monocytes,natural killer cells,activate,1,1,['38191799.txt'],INTERACTS
monocytes,dendritic cells,activate,1,1,['38191799.txt'],INTERACTS
monocytes,nfkb,activate,1,1,['38453949.txt'],INTERACTS
monocytes,peripheral blood t cells,activate,1,1,['37174085.txt'],INTERACTS
myeloid cells,cytokine release syndrome,activate,1,1,['38717140.txt'],INTERACTS
myeloid cells,cd8 t cells,inhibit,1,1,['38499573.txt'],INTERACTS
myeloid cells,cd8 t cell,inhibit,1,1,['38499573.txt'],INTERACTS
myeloid cells,CXCL9/10,activate,1,1,['35672321.txt'],INTERACTS
myeloid cells,tumour-elicited immune responses,activate,1,1,['36380023.txt'],INTERACTS
myeloid cells,pancreatic ductal adenocarcinoma,inhibit,1,1,['35139353.txt'],INTERACTS
myeloid cells,immune checkpoint blockade,activate,2,2,"['38589557.txt', '35139353.txt']",INTERACTS
myeloid cells,cancer,inhibit,1,1,['38273127.txt'],INTERACTS
myeloid cells,TLR9,activate,1,1,['39133651.txt'],INTERACTS
myeloid cells,tumors,activate,1,1,['37940552.txt'],INTERACTS
myeloid cells,microglia,activate,1,1,['37940552.txt'],INTERACTS
myeloid cells,monocyte,activate,1,1,['37940552.txt'],INTERACTS
myeloid cells,tumor growth,activate,1,1,['37940552.txt'],INTERACTS
myeloid cells,immune suppressive,activate,1,1,['36324813.txt'],INTERACTS
myeloid cells,immune response,inhibit,1,1,['36324813.txt'],INTERACTS
myeloid cells,tumor progression,activate,5,5,"['34944798.txt', '36385153.txt', '38750114.txt', '36774352.txt', '37941134.txt']",INTERACTS
myeloid cells,CD4,inhibit,1,1,['35972800.txt'],INTERACTS
myeloid cells,CD8,inhibit,1,1,['35972800.txt'],INTERACTS
myeloid cells,t cells,activate,3,3,"['39106104.txt', '35181780.txt', '38847806.txt']",INTERACTS
myeloid cells,tumor cell killing,activate,1,1,['35854649.txt'],INTERACTS
myeloid cells,cd8,activate,1,1,['35181780.txt'],INTERACTS
myeloid cells,immune-mediated acute liver injury,activate,1,1,['39126326.txt'],INTERACTS
myeloid cells,immune dysregulation,activate,1,1,['37215102.txt'],INTERACTS
myeloid cells,immune cell engagers,activate,1,1,['38789528.txt'],INTERACTS
myeloid cells,antibody-based immunotherapy,activate,1,1,['38789528.txt'],INTERACTS
myeloid cells,antibody-based constructs,activate,1,1,['38789528.txt'],INTERACTS
myeloid cells,immunosuppressive,activate,1,1,['35219177.txt'],INTERACTS
myeloid cells,cancer cells,inhibit,1,1,['38843278.txt'],INTERACTS
myeloid cells,PDCD1,inhibit,1,1,['36130508.txt'],INTERACTS
myeloid cells,effector cells,activate,1,1,['38087370.txt'],INTERACTS
myeloid cells,tumor,inhibit,1,1,['36122412.txt'],INTERACTS
myeloid cells,female t cells,inhibit,1,1,['36919330.txt'],INTERACTS
myeloid cells,papillomavirus,activate,1,1,['38133335.txt'],INTERACTS
myeloid cells,dendritic cells,activate,2,2,"['38847806.txt', '38133335.txt']",INTERACTS
myeloid cells,macrophages,activate,4,4,"['39255678.txt', '38847806.txt', '38133335.txt', '35874810.txt']",INTERACTS
myeloid cells,neutrophils,activate,2,2,"['39255678.txt', '38133335.txt']",INTERACTS
myeloid cells,immune,activate,1,1,['39106104.txt'],INTERACTS
myeloid cells,antitumor responses,activate,1,1,['39106104.txt'],INTERACTS
myeloid cells,MDSCs,activate,1,1,['36282094.txt'],INTERACTS
myeloid cells,T cells,inhibit,1,1,['36282094.txt'],INTERACTS
myeloid cells,B cells,inhibit,1,1,['36282094.txt'],INTERACTS
myeloid cells,natural killer cells,inhibit,1,1,['36282094.txt'],INTERACTS
myeloid cells,γ production,inhibit,1,1,['36282094.txt'],INTERACTS
myeloid cells,T cell proliferation,inhibit,1,1,['36282094.txt'],INTERACTS
myeloid cells,T cell cytotoxic activity,inhibit,1,1,['36282094.txt'],INTERACTS
myeloid cells,interferon γ production,inhibit,1,1,['36282094.txt'],INTERACTS
myeloid cells,T cell receptor complex,inhibit,1,1,['36282094.txt'],INTERACTS
myeloid cells,vivo cytotoxicity,activate,1,1,['36282094.txt'],INTERACTS
myeloid cells,transient cytokine release,activate,1,1,['37155869.txt'],INTERACTS
myeloid cells,immunosuppressive myeloid cells,activate,1,1,['36585453.txt'],INTERACTS
myeloid cells,IL23,activate,1,1,['38356059.txt'],INTERACTS
myeloid cells,macrophage phagocytosis,inhibit,1,1,['37738407.txt'],INTERACTS
myeloid cells,tumor regression,activate,1,1,['36774352.txt'],INTERACTS
myeloid cells,infiltrating,activate,1,1,['34836966.txt'],INTERACTS
myeloid cells,immune cells,inhibit,1,1,['35140716.txt'],INTERACTS
myeloid cells,type 1 dendritic cells,activate,1,1,['34836966.txt'],INTERACTS
myeloid cells,tumor cells,inhibit,1,1,['38087370.txt'],INTERACTS
myeloid cells,myeloid cell infiltration,activate,1,1,['38087370.txt'],INTERACTS
myeloid cells,myeloid cells,activate,1,1,['38087370.txt'],INTERACTS
myeloid cells,anti-tumor immunity,inhibit,1,1,['39055715.txt'],INTERACTS
myeloid cells,TIGIT,activate,1,1,['34987021.txt'],INTERACTS
myeloid cells,mdscs,activate,1,1,['38192443.txt'],INTERACTS
myeloid cells,cafs,activate,1,1,['38192443.txt'],INTERACTS
myeloid cells,IL22,activate,1,1,['37192862.txt'],INTERACTS
myeloid cells,IFNG,activate,1,1,['37192862.txt'],INTERACTS
myeloid cells,PD-1,activate,1,1,['39098024.txt'],INTERACTS
myeloid cells,PD-L1,activate,1,1,['39098024.txt'],INTERACTS
myeloid cells,IL1B,activate,1,1,['38100545.txt'],INTERACTS
myeloid cells,basal cells,activate,1,1,['38100545.txt'],INTERACTS
myeloid cells,human lung epithelial development,activate,1,1,['38100545.txt'],INTERACTS
myeloid cells,cytotoxic T-cells,inhibit,1,1,['36479083.txt'],INTERACTS
myeloid cells,CD68,activate,1,1,['39255678.txt'],INTERACTS
myeloid cells,CEACAM8,activate,1,1,['39255678.txt'],INTERACTS
myeloid cells,CD163,activate,1,1,['39255678.txt'],INTERACTS
myeloid cells,cd4 t cells,activate,1,1,['37662237.txt'],INTERACTS
myeloid cells,massive tumor cell death,activate,1,1,['38885133.txt'],INTERACTS
myeloid cells,t cell,inhibit,1,1,['38160071.txt'],INTERACTS
myeloid cells,ARG1,activate,1,1,['36385153.txt'],INTERACTS
myeloid cells,FCGR3A,activate,1,1,['36385153.txt'],INTERACTS
myeloid cells,immune udcs,activate,1,1,['38847806.txt'],INTERACTS
myeloid cells,TLS,activate,1,1,['35874810.txt'],INTERACTS
myeloid cells,t follicular regulatory cells,activate,1,1,['35874810.txt'],INTERACTS
cytokine release syndrome,CAR-T,activate,2,2,"['35149294.txt', '38783803.txt']",INTERACTS
cytokine release syndrome,immune effector cell-associated neurotoxicity syndrome,activate,1,1,['35871757.txt'],INTERACTS
cytokine release syndrome,endothelial activation-induced blood-brain barrier,activate,1,1,['35871757.txt'],INTERACTS
cytokine release syndrome,overactivated peripheral immune response,activate,1,1,['35871757.txt'],INTERACTS
cytokine release syndrome,subsequent central nervous system,activate,1,1,['35871757.txt'],INTERACTS
cytokine release syndrome,graft versus host disease,activate,1,1,['35149294.txt'],INTERACTS
cytokine release syndrome,symptoms,activate,1,1,['34943898.txt'],INTERACTS
cytokine release syndrome,malignancies,activate,1,1,['34943898.txt'],INTERACTS
cytokine release syndrome,cancer,activate,1,1,['34943898.txt'],INTERACTS
cytokine release syndrome,tumor,activate,1,1,['34943898.txt'],INTERACTS
cytokine release syndrome,hematological malignancies,activate,1,1,['34943898.txt'],INTERACTS
cytokine release syndrome,cancer cells,activate,1,1,['34943898.txt'],INTERACTS
cytokine release syndrome,engineered t cells,activate,1,1,['34943898.txt'],INTERACTS
cytokine release syndrome,nk cells,activate,1,1,['34943898.txt'],INTERACTS
cytokine release syndrome,effector cells,activate,1,1,['34943898.txt'],INTERACTS
cytokine release syndrome,organ damage,activate,1,1,['35429952.txt'],INTERACTS
cytokine release syndrome,acute respiratory distress syndrome,activate,1,1,['35429952.txt'],INTERACTS
cytokine release syndrome,blood clotting,activate,1,1,['35429952.txt'],INTERACTS
cytokine release syndrome,inflammation,activate,1,1,['37656058.txt'],INTERACTS
cytokine release syndrome,hematopoietic stem,inhibit,1,1,['36592718.txt'],INTERACTS
cytokine release syndrome,progenitor cells,inhibit,1,1,['36592718.txt'],INTERACTS
myeloid-derived suppressor cells,nk cells,inhibit,1,1,['36319998.txt'],INTERACTS
myeloid-derived suppressor cells,cytotoxic T cells,inhibit,1,1,['37092583.txt'],INTERACTS
myeloid-derived suppressor cells,anti-tumor immunity,inhibit,1,1,['39086034.txt'],INTERACTS
myeloid-derived suppressor cells,antitumor immunity,inhibit,2,2,"['39060021.txt', '38558134.txt']",INTERACTS
myeloid-derived suppressor cells,t lymphocytes,inhibit,1,1,['38555159.txt'],INTERACTS
myeloid-derived suppressor cells,anti-tumor immune response,inhibit,1,1,['35860573.txt'],INTERACTS
myeloid-derived suppressor cells,crpc,activate,1,1,['39060021.txt'],INTERACTS
myeloid-derived suppressor cells,protumoral tumor-associated macrophages,activate,1,1,['39060021.txt'],INTERACTS
myeloid-derived suppressor cells,regulatory t cells,activate,1,1,['39060021.txt'],INTERACTS
cancer cells,car t cells,inhibit,3,3,"['36521029.txt', '34809678.txt', '36931661.txt']",INTERACTS
cancer cells,HLA,inhibit,2,2,"['37597185.txt', '39116074.txt']",INTERACTS
cancer cells,HLA-I,activate,1,1,['37003057.txt'],INTERACTS
cancer cells,cancer,inhibit,1,1,['34887493.txt'],INTERACTS
cancer cells,tumor cells,activate,7,7,"['37418548.txt', '37587450.txt', '36527892.txt', '39159042.txt', '35280988.txt', '35131312.txt', '35488303.txt']",INTERACTS
cancer cells,vγ9vδ2 t cells,activate,1,1,['36527892.txt'],INTERACTS
cancer cells,IDO1,activate,1,1,['36545214.txt'],INTERACTS
cancer cells,t cells,inhibit,17,17,"['37728660.txt', '36275666.txt', '36521029.txt', '34777395.txt', '34948472.txt', '35007698.txt', '37696831.txt', '38665920.txt', '38923962.txt', '38460179.txt', '38711524.txt', '35008832.txt', '38969810.txt', '39257319.txt', '38180524.txt', '38415258.txt', '36931661.txt']",INTERACTS
cancer cells,cancer immune evasion,activate,2,2,"['37820584.txt', '37327789.txt']",INTERACTS
cancer cells,tumor growth,inhibit,1,1,['35740445.txt'],INTERACTS
cancer cells,cancer progression,activate,2,2,"['36077528.txt', '38358061.txt']",INTERACTS
cancer cells,antigen,activate,3,3,"['38454135.txt', '36905522.txt', '35078657.txt']",INTERACTS
cancer cells,cancer treatment,activate,2,2,"['39159042.txt', '35078657.txt']",INTERACTS
cancer cells,CAR,activate,1,1,['35078657.txt'],INTERACTS
cancer cells,antitumor immunity,inhibit,4,4,"['36455131.txt', '38529546.txt', '36095236.txt', '38438220.txt']",INTERACTS
cancer cells,immune cells,inhibit,7,7,"['35027037.txt', '35798502.txt', '36521029.txt', '39199299.txt', '38969810.txt', '38254135.txt', '34819374.txt']",INTERACTS
cancer cells,human tumors,activate,1,1,['38507936.txt'],INTERACTS
cancer cells,immune evasion,activate,3,3,"['38507936.txt', '38361041.txt', '38415258.txt']",INTERACTS
cancer cells,cancer immunotherapy strategies,activate,1,1,['36311790.txt'],INTERACTS
cancer cells,solid tumors,activate,2,2,"['38856041.txt', '34970253.txt']",INTERACTS
cancer cells,dendritic cells,activate,2,2,"['36905522.txt', '34887493.txt']",INTERACTS
cancer cells,cell,activate,1,1,['38658805.txt'],INTERACTS
cancer cells,malignant cell populations,activate,1,1,['37958202.txt'],INTERACTS
cancer cells,sorted leukemic cells,activate,1,1,['37958202.txt'],INTERACTS
cancer cells,malignant cells,activate,2,2,"['37958202.txt', '37584493.txt']",INTERACTS
cancer cells,inhibitory immune checkpoints,activate,1,1,['34906767.txt'],INTERACTS
cancer cells,anti-tumor immune responses,inhibit,2,2,"['38077327.txt', '34906767.txt']",INTERACTS
cancer cells,tumor progression,activate,6,6,"['35111385.txt', '37093435.txt', '38856041.txt', '37931834.txt', '34906767.txt', '38358061.txt']",INTERACTS
cancer cells,GRB,inhibit,1,1,['36931661.txt'],INTERACTS
cancer cells,synergistic systemic anti-tumor response,inhibit,1,1,['38832958.txt'],INTERACTS
cancer cells,t lymphocytes,inhibit,3,3,"['38180524.txt', '37305016.txt', '36183155.txt']",INTERACTS
cancer cells,immune infiltrates,inhibit,1,1,['36183155.txt'],INTERACTS
cancer cells,natural killer cells,inhibit,3,3,"['35597298.txt', '35008832.txt', '36183155.txt']",INTERACTS
cancer cells,immunosuppressive cells,activate,1,1,['36183155.txt'],INTERACTS
cancer cells,immunogenic cell death,activate,3,3,"['37657175.txt', '37593811.txt', '34887493.txt']",INTERACTS
cancer cells,immunosuppression,inhibit,1,1,['37593811.txt'],INTERACTS
cancer cells,CAR-T,activate,1,1,['38054597.txt'],INTERACTS
cancer cells,cell proliferation,activate,1,1,['38236541.txt'],INTERACTS
cancer cells,invasions,activate,1,1,['38236541.txt'],INTERACTS
cancer cells,CGAS-STING,inhibit,1,1,['36923311.txt'],INTERACTS
cancer cells,immune cell types,activate,1,1,['34806500.txt'],INTERACTS
cancer cells,cafs,activate,1,1,['34806500.txt'],INTERACTS
cancer cells,endothelial cells,activate,1,1,['34806500.txt'],INTERACTS
cancer cells,nonimmune cell types,activate,1,1,['34806500.txt'],INTERACTS
cancer cells,delayed tumor growth,inhibit,1,1,['36095236.txt'],INTERACTS
cancer cells,immune editing,inhibit,2,2,"['37722058.txt', '36095236.txt']",INTERACTS
cancer cells,TFRC,activate,1,1,['35875870.txt'],INTERACTS
cancer cells,macrophages,inhibit,1,1,['38843278.txt'],INTERACTS
cancer cells,IP,inhibit,1,1,['39116074.txt'],INTERACTS
cancer cells,B5I,inhibit,1,1,['39116074.txt'],INTERACTS
cancer cells,treg cells,activate,1,1,['39241744.txt'],INTERACTS
cancer cells,targeting effector,activate,1,1,['39241744.txt'],INTERACTS
cancer cells,IL17,activate,1,1,['37786948.txt'],INTERACTS
cancer cells,tumor promotion,activate,1,1,['37093435.txt'],INTERACTS
cancer cells,host antitumor immunity,inhibit,1,1,['38140790.txt'],INTERACTS
cancer cells,tumor microenvironment,activate,1,1,['38140790.txt'],INTERACTS
cancer cells,chronic infection,activate,1,1,['39159042.txt'],INTERACTS
cancer cells,ctls,inhibit,2,2,"['38180524.txt', '39199299.txt']",INTERACTS
cancer cells,cytotoxic t lymphocytes,activate,1,1,['36806381.txt'],INTERACTS
cancer cells,immune cytolytic stress,inhibit,1,1,['37722058.txt'],INTERACTS
cancer cells,killer t cells,inhibit,1,1,['37722058.txt'],INTERACTS
cancer cells,immune effector cells,inhibit,1,1,['37722058.txt'],INTERACTS
cancer cells,tumor-intrinsic fatty acid β-oxidation,inhibit,1,1,['37722058.txt'],INTERACTS
cancer cells,tumor antigens,activate,1,1,['34954301.txt'],INTERACTS
cancer cells,hematological malignancies,activate,1,1,['38822527.txt'],INTERACTS
cancer cells,myeloid cells,inhibit,1,1,['38843278.txt'],INTERACTS
cancer cells,cytotoxic t cells,inhibit,2,2,"['35880455.txt', '38528670.txt']",INTERACTS
cancer cells,nk cells,inhibit,2,2,"['39036370.txt', '38180524.txt']",INTERACTS
cancer cells,CSF2,inhibit,1,1,['37843274.txt'],INTERACTS
cancer cells,tams,inhibit,1,1,['37843274.txt'],INTERACTS
cancer cells,enhanced cancer immunogenicity,activate,1,1,['37843274.txt'],INTERACTS
cancer cells,lactic acid secretion,activate,1,1,['35798502.txt'],INTERACTS
cancer cells,G6PC,activate,1,1,['35798502.txt'],INTERACTS
cancer cells,lymphocytes,inhibit,1,1,['35798502.txt'],INTERACTS
cancer cells,tumor infiltrating lymphocytes,inhibit,1,1,['35798502.txt'],INTERACTS
cancer cells,infiltrating immune cells,inhibit,1,1,['38438220.txt'],INTERACTS
cancer cells,metabolic adaptation,activate,1,1,['38438220.txt'],INTERACTS
cancer cells,tumor immunosuppression,activate,1,1,['37820006.txt'],INTERACTS
cancer cells,acute myeloid leukemia,activate,1,1,['39076247.txt'],INTERACTS
cancer cells,leukemic cells,activate,1,1,['39076247.txt'],INTERACTS
cancer cells,programmed cell death,activate,1,1,['35740445.txt'],INTERACTS
cancer cells,engineered cells,inhibit,1,1,['35008832.txt'],INTERACTS
cancer cells,immunoglobulin antigen-binding regions,inhibit,1,1,['35008832.txt'],INTERACTS
cancer cells,HIF1A,activate,1,1,['34846643.txt'],INTERACTS
cancer cells,cancer microenvironmental cells,activate,1,1,['34846643.txt'],INTERACTS
cancer cells,cancer adjacent cells,activate,1,1,['34846643.txt'],INTERACTS
cancer cells,tme,activate,4,4,"['35111385.txt', '37728660.txt', '36275666.txt', '34948472.txt']",INTERACTS
cancer cells,anti-tumour immunity,inhibit,1,1,['34948472.txt'],INTERACTS
cancer cells,t cell,activate,2,2,"['38548409.txt', '37112747.txt']",INTERACTS
cancer cells,CTLA4,activate,1,1,['34819374.txt'],INTERACTS
cancer cells,HAVCR2,activate,1,1,['34819374.txt'],INTERACTS
cancer cells,sorted cells,activate,1,1,['34819374.txt'],INTERACTS
cancer cells,liver cancer,activate,1,1,['35686237.txt'],INTERACTS
cancer cells,leukemic-cell resistance,activate,1,1,['35917325.txt'],INTERACTS
cancer cells,clinically meaningful cancer immunity,activate,1,1,['35046061.txt'],INTERACTS
cancer cells,PD-L1,activate,1,1,['38529546.txt'],INTERACTS
cancer cells,cell-mediated immunity,activate,1,1,['34887493.txt'],INTERACTS
cancer cells,ARG,inhibit,1,1,['36316062.txt'],INTERACTS
